record_id,year,country,region,income_group,population_million,healthcare_index,pathogen,pathogen_type,gram_status,who_priority,natural_reservoir,setting,specimen_type,isolates_tested,resistant_isolates,susceptible_isolates,resistance_rate,mdr,xdr,pan_resistant,antibiotic_use_ddd,incidence_per_100k,mortality_per_100k,amr_attributable_mortality_per_100k,treatment_options_remaining,economic_burden_per_patient_usd,surveillance_quality_score,one_health_link
AMR0009966,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-ICU,Wound/Skin,16,8,8,0.5089,1,0,0,37.9,14.21,4.835,0.6992,2,2375,3,0
AMR0009967,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-ICU,CSF,41,16,25,0.4059,1,0,0,36.01,58.48,11.905,1.7564,7,1488,3,1
AMR0009968,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Bone/Joint,159,92,67,0.5816,1,0,0,34.33,16.56,8.959,1.924,4,6854,1,0
AMR0009969,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Genital,65,31,34,0.4823,1,0,0,34.69,39.87,8.691,1.1972,0,1030,3,0
AMR0009970,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Veterinary,CSF,119,65,54,0.5479,1,0,0,30.84,44.7,8.043,1.4654,1,6144,3,0
AMR0009971,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-non-ICU,Catheter tip,85,28,57,0.3409,1,0,0,32.32,38.82,5.114,0.689,4,3742,2,0
AMR0009972,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,CSF,549,182,367,0.3329,0,0,0,47.61,75.53,8.339,1.1013,8,1914,2,0
AMR0009973,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Genital,21,6,15,0.3057,1,0,0,36.5,64.55,7.696,0.9452,1,4729,2,1
AMR0009974,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Community,Respiratory,66,30,36,0.4682,1,0,0,43.77,72.51,21.771,3.29,2,1506,1,1
AMR0009975,2017,Cambodia,Southeast Asia,Lower-Middle,17,48,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,Sputum,11,2,9,0.2413,0,0,0,32.8,78.03,8.977,0.7362,2,1832,2,0
AMR0009976,2017,Nepal,South Asia,Lower-Middle,30,44,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-non-ICU,Respiratory,109,68,41,0.6327,1,1,0,35.11,29.68,11.942,2.3025,2,1292,2,1
AMR0009977,2017,Nepal,South Asia,Lower-Middle,30,44,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Wound/Skin,213,128,85,0.6013,1,1,0,33.77,28.14,11.727,2.762,1,6982,2,0
AMR0009978,2017,Nepal,South Asia,Lower-Middle,30,44,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Urine,14,10,4,0.721,1,1,0,34.41,49.57,18.925,4.898,0,1900,1,0
AMR0009979,2017,Nepal,South Asia,Lower-Middle,30,44,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-ICU,Stool/Rectal,95,43,52,0.4533,1,0,0,40.44,25.68,11.162,1.6175,3,3114,1,0
AMR0009980,2017,Nepal,South Asia,Lower-Middle,30,44,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Long-term Care,Blood,60,28,32,0.474,1,0,0,31.21,71.49,19.097,2.6781,5,8726,1,0
AMR0009981,2017,Nepal,South Asia,Lower-Middle,30,44,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Community,CSF,131,69,62,0.5298,1,0,0,28.37,59.07,16.178,2.6727,3,3490,2,0
AMR0009982,2017,Nepal,South Asia,Lower-Middle,30,44,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-ICU,Wound/Skin,51,27,24,0.546,1,0,0,31.94,55.89,17.468,3.2543,1,3582,2,0
AMR0009983,2017,Nepal,South Asia,Lower-Middle,30,44,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Respiratory,32,11,21,0.3607,1,0,0,29.5,37.27,7.41,0.851,3,4904,2,0
AMR0009984,2017,Nepal,South Asia,Lower-Middle,30,44,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Veterinary,Wound/Skin,91,36,55,0.3958,1,0,0,28.79,78.04,14.226,2.1422,2,2932,3,1
AMR0009985,2017,Nepal,South Asia,Lower-Middle,30,44,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Long-term Care,Genital,24,13,11,0.5443,1,1,0,38.7,56.3,11.27,2.3402,0,2303,1,0
AMR0009986,2017,Nepal,South Asia,Lower-Middle,30,44,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Hospital-non-ICU,Wound/Skin,12,7,5,0.6502,1,1,0,39.95,28.5,10.305,2.798,2,5243,1,0
AMR0009987,2017,Nepal,South Asia,Lower-Middle,30,44,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Veterinary,Wound/Skin,19,6,13,0.3599,1,0,0,25.43,83.57,11.549,1.474,0,4466,2,0
AMR0009988,2017,Nepal,South Asia,Lower-Middle,30,44,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-ICU,Wound/Skin,84,46,38,0.5587,1,0,0,32.2,78.02,22.574,3.9048,1,4113,1,1
AMR0009989,2017,Nepal,South Asia,Lower-Middle,30,44,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-ICU,Bone/Joint,24,9,15,0.3781,1,0,0,38.94,40.83,5.26,0.8338,5,3789,3,0
AMR0009990,2017,Nepal,South Asia,Lower-Middle,30,44,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-non-ICU,Urine,38,9,29,0.2611,0,0,0,32.98,113.57,18.628,1.9148,2,4575,1,0
AMR0009991,2017,Nepal,South Asia,Lower-Middle,30,44,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-ICU,Blood,109,61,48,0.5635,1,1,0,35.42,55.64,33.573,6.6198,5,3831,2,0
AMR0009992,2017,Nepal,South Asia,Lower-Middle,30,44,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-ICU,CSF,30,11,19,0.3901,1,0,0,35.22,35.72,11.146,1.3204,3,2652,3,1
AMR0009993,2017,Nepal,South Asia,Lower-Middle,30,44,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Veterinary,Urine,40,29,11,0.7286,1,1,0,24.49,36.47,15.124,4.5308,1,7642,2,0
AMR0009994,2017,Nepal,South Asia,Lower-Middle,30,44,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Veterinary,Wound/Skin,10,3,7,0.3839,1,0,0,42.05,60.45,14.763,1.5947,2,4923,1,0
AMR0009995,2017,Nepal,South Asia,Lower-Middle,30,44,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-non-ICU,Wound/Skin,21,9,12,0.4287,1,0,0,28.42,44.04,10.124,1.6236,0,1135,2,0
AMR0009996,2017,Nepal,South Asia,Lower-Middle,30,44,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-ICU,Catheter tip,10,2,8,0.2979,1,0,0,31.57,51.69,7.912,0.938,2,3548,3,0
AMR0009997,2017,Nepal,South Asia,Lower-Middle,30,44,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Catheter tip,24,8,16,0.3552,1,0,0,29.57,56.37,8.285,1.1621,5,2548,2,0
AMR0009998,2017,Nepal,South Asia,Lower-Middle,30,44,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,CSF,31,8,23,0.2581,0,0,0,42.47,90.2,10.979,1.1894,6,5125,2,1
AMR0009999,2017,Nepal,South Asia,Lower-Middle,30,44,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,CSF,19,9,10,0.5191,1,0,0,29.76,84.02,22.614,3.5386,1,4260,2,1
AMR0010000,2017,Nepal,South Asia,Lower-Middle,30,44,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,Genital,10,3,7,0.3318,1,0,0,39.09,104.93,10.51,1.0077,3,2496,1,0
AMR0010001,2018,United States,North America,High,335,85,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Urine,429,106,323,0.2493,1,1,0,19.11,3.51,0.926,0.0817,10,26301,5,1
AMR0010002,2018,United States,North America,High,335,85,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-ICU,Genital,410,120,290,0.2935,0,1,0,24.02,5.95,1.638,0.2012,4,76529,4,0
AMR0010003,2018,United States,North America,High,335,85,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-ICU,Stool/Rectal,263,86,177,0.3293,1,0,0,27.56,11.28,2.27,0.228,4,30630,3,0
AMR0010004,2018,United States,North America,High,335,85,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Urine,84,26,58,0.318,0,0,0,21.93,9.35,2.42,0.2195,2,60246,3,0
AMR0010005,2018,United States,North America,High,335,85,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Veterinary,Wound/Skin,85,16,69,0.1971,0,1,0,29.11,19.68,2.401,0.1523,4,26704,4,0
AMR0010006,2018,United States,North America,High,335,85,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Long-term Care,Bone/Joint,155,38,117,0.2493,0,0,0,21.82,9.23,1.594,0.1142,5,21177,3,0
AMR0010007,2018,United States,North America,High,335,85,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Long-term Care,Catheter tip,113,28,85,0.2526,0,0,0,28.06,9.13,1.597,0.1559,3,31266,3,0
AMR0010008,2018,United States,North America,High,335,85,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Urine,100,22,78,0.2286,0,0,0,21.22,26.13,4.419,0.284,3,49785,3,0
AMR0010009,2018,United States,North America,High,335,85,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Hospital-ICU,Urine,105,24,81,0.2371,1,0,0,18.36,18.3,2.11,0.1944,4,36115,4,1
AMR0010010,2018,United States,North America,High,335,85,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Catheter tip,93,17,76,0.1831,0,0,0,28.8,12.15,1.892,0.1311,3,20517,4,0
AMR0010011,2018,United States,North America,High,335,85,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Long-term Care,Sputum,178,63,115,0.3556,1,0,0,24.01,4.49,1.454,0.1547,2,42990,5,0
AMR0010012,2018,United States,North America,High,335,85,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Genital,383,44,339,0.1167,0,0,0,16.41,18.32,1.209,0.0426,7,29792,4,0
AMR0010013,2018,United States,North America,High,335,85,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Bone/Joint,280,46,234,0.1663,1,0,0,24.59,19.52,3.733,0.2587,1,16695,4,1
AMR0010014,2018,United States,North America,High,335,85,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Veterinary,Catheter tip,57,7,50,0.133,1,0,0,27.0,19.78,1.154,0.0597,5,24785,4,0
AMR0010015,2018,United States,North America,High,335,85,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Long-term Care,Bone/Joint,450,56,394,0.125,0,0,0,29.63,20.0,1.903,0.0975,6,9456,4,0
AMR0010016,2018,United States,North America,High,335,85,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-non-ICU,CSF,301,104,197,0.3457,0,0,0,23.85,9.16,3.377,0.3351,1,16813,2,0
AMR0010017,2018,United States,North America,High,335,85,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-non-ICU,Stool/Rectal,67,16,51,0.2471,0,0,0,29.65,11.28,1.666,0.1588,1,37141,5,1
AMR0010018,2018,United States,North America,High,335,85,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Catheter tip,823,214,609,0.2601,0,0,0,23.49,5.45,1.133,0.0862,3,30779,3,0
AMR0010019,2018,United States,North America,High,335,85,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Blood,172,29,143,0.1727,0,0,0,22.2,16.27,3.145,0.2008,5,26697,4,0
AMR0010020,2018,United States,North America,High,335,85,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Urine,59,13,46,0.2327,0,0,0,22.08,22.52,3.416,0.308,3,52679,4,0
AMR0010021,2018,United States,North America,High,335,85,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Urine,256,38,218,0.1521,1,0,0,17.21,48.75,3.555,0.1934,0,19760,5,0
AMR0010022,2018,United States,North America,High,335,85,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Veterinary,Genital,142,17,125,0.1239,1,0,0,19.47,44.35,3.431,0.1601,3,34488,4,0
AMR0010023,2018,United States,North America,High,335,85,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Hospital-non-ICU,Respiratory,1122,146,976,0.131,1,0,0,21.51,26.16,1.893,0.076,5,20451,3,1
AMR0010024,2018,United States,North America,High,335,85,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Veterinary,Catheter tip,97,16,81,0.1653,0,0,0,21.13,31.17,4.261,0.2106,2,21445,3,1
AMR0010025,2018,United States,North America,High,335,85,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Blood,220,31,189,0.1446,0,0,0,25.59,38.01,2.787,0.1336,3,25821,4,0
AMR0010026,2018,Canada,North America,High,38,83,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Wound/Skin,869,215,654,0.2481,1,0,0,14.41,7.19,1.634,0.1422,2,27975,3,1
AMR0010027,2018,Canada,North America,High,38,83,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-ICU,Blood,127,42,85,0.3337,1,0,0,21.14,10.8,2.799,0.3898,2,42036,4,0
AMR0010028,2018,Canada,North America,High,38,83,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Blood,377,97,280,0.2586,1,0,0,24.15,10.64,2.759,0.2845,3,31957,3,0
AMR0010029,2018,Canada,North America,High,38,83,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Respiratory,285,71,214,0.2505,0,0,0,21.02,5.02,1.817,0.1294,7,30094,4,0
AMR0010030,2018,Canada,North America,High,38,83,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,CSF,143,30,113,0.2122,0,0,0,25.44,22.51,4.408,0.3365,3,23098,4,0
AMR0010031,2018,Canada,North America,High,38,83,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Stool/Rectal,205,33,172,0.165,1,0,0,22.1,16.24,2.094,0.1004,5,15422,3,0
AMR0010032,2018,Canada,North America,High,38,83,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Catheter tip,180,33,147,0.1872,0,0,0,21.6,16.33,2.097,0.1362,4,43568,5,0
AMR0010033,2018,Canada,North America,High,38,83,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-non-ICU,Stool/Rectal,467,85,382,0.1835,0,0,0,13.97,23.84,3.481,0.2408,3,56228,4,0
AMR0010034,2018,Canada,North America,High,38,83,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Urine,481,83,398,0.1726,0,0,0,21.25,11.32,1.999,0.1362,3,35534,2,1
AMR0010035,2018,Canada,North America,High,38,83,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Long-term Care,Stool/Rectal,516,115,401,0.2246,1,0,0,17.41,12.9,1.611,0.1133,4,27801,5,0
AMR0010036,2018,Canada,North America,High,38,83,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Veterinary,Respiratory,161,38,123,0.237,0,1,0,24.28,10.02,2.969,0.2231,3,16332,5,0
AMR0010037,2018,Canada,North America,High,38,83,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-non-ICU,Catheter tip,357,39,318,0.1114,0,1,0,22.9,17.76,1.044,0.0384,3,6583,3,0
AMR0010038,2018,Canada,North America,High,38,83,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Veterinary,Bone/Joint,310,57,253,0.1844,0,0,0,16.29,15.26,2.173,0.1209,5,32150,3,1
AMR0010039,2018,Canada,North America,High,38,83,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-ICU,Blood,79,10,69,0.1321,0,0,0,21.0,27.8,2.195,0.09,6,35582,5,0
AMR0010040,2018,Canada,North America,High,38,83,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Veterinary,Urine,124,15,109,0.1252,0,0,0,23.27,23.36,2.057,0.0747,2,27795,5,0
AMR0010041,2018,Canada,North America,High,38,83,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-ICU,Stool/Rectal,354,115,239,0.3262,0,0,0,15.14,7.37,2.645,0.3534,4,68919,3,0
AMR0010042,2018,Canada,North America,High,38,83,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Long-term Care,Blood,262,49,213,0.1871,0,0,0,20.54,6.91,1.176,0.0861,5,68167,4,1
AMR0010043,2018,Canada,North America,High,38,83,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Blood,250,55,195,0.2229,0,0,0,22.31,7.53,1.668,0.1454,5,28414,5,0
AMR0010044,2018,Canada,North America,High,38,83,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Veterinary,Respiratory,256,41,215,0.161,0,0,0,24.3,19.95,2.536,0.1485,5,23329,4,0
AMR0010045,2018,Canada,North America,High,38,83,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Veterinary,Stool/Rectal,286,68,218,0.24,0,0,0,19.32,21.89,4.397,0.352,0,30281,4,0
AMR0010046,2018,Canada,North America,High,38,83,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Veterinary,Sputum,212,34,178,0.1606,0,0,0,18.54,32.78,2.492,0.127,8,54086,4,0
AMR0010047,2018,Canada,North America,High,38,83,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Bone/Joint,1170,134,1036,0.1147,0,0,0,17.87,21.89,1.558,0.0511,6,34158,3,0
AMR0010048,2018,Canada,North America,High,38,83,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Bone/Joint,531,62,469,0.117,1,0,0,17.47,20.21,1.411,0.0603,4,56999,4,1
AMR0010049,2018,Canada,North America,High,38,83,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Veterinary,Genital,232,40,192,0.1744,0,0,0,21.86,24.08,4.252,0.2385,7,27823,4,1
AMR0010050,2018,Canada,North America,High,38,83,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-non-ICU,Respiratory,201,29,172,0.1449,0,1,0,19.31,18.45,1.508,0.0905,6,62167,4,0
AMR0010051,2018,United Kingdom,Western Europe,High,68,86,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-ICU,Wound/Skin,769,250,519,0.3263,1,0,0,22.12,5.76,1.728,0.2192,6,28759,3,1
AMR0010052,2018,United Kingdom,Western Europe,High,68,86,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-non-ICU,CSF,250,79,171,0.3179,1,0,0,16.26,11.98,3.006,0.3436,6,52073,4,0
AMR0010053,2018,United Kingdom,Western Europe,High,68,86,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Sputum,503,124,379,0.248,1,0,0,21.29,4.76,1.175,0.0832,4,19350,3,0
AMR0010054,2018,United Kingdom,Western Europe,High,68,86,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Sputum,121,31,90,0.2614,1,0,0,24.06,7.89,1.579,0.1232,4,27155,5,0
AMR0010055,2018,United Kingdom,Western Europe,High,68,86,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Veterinary,Bone/Joint,563,134,429,0.2392,0,0,0,25.46,11.7,1.341,0.1088,0,25448,5,0
AMR0010056,2018,United Kingdom,Western Europe,High,68,86,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Community,Wound/Skin,180,37,143,0.2096,0,0,0,14.16,11.1,1.737,0.1382,2,14433,5,0
AMR0010057,2018,United Kingdom,Western Europe,High,68,86,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Long-term Care,Genital,258,40,218,0.1555,0,1,0,14.88,13.21,1.735,0.0895,5,15958,5,0
AMR0010058,2018,United Kingdom,Western Europe,High,68,86,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Stool/Rectal,167,31,136,0.1897,0,0,0,14.43,12.04,1.33,0.0967,5,21005,4,0
AMR0010059,2018,United Kingdom,Western Europe,High,68,86,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Community,Wound/Skin,418,81,337,0.1939,0,0,0,24.91,14.3,2.358,0.1297,0,14389,5,1
AMR0010060,2018,United Kingdom,Western Europe,High,68,86,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Hospital-non-ICU,Catheter tip,768,193,575,0.2526,0,0,0,23.29,11.62,1.482,0.1537,6,9044,5,0
AMR0010061,2018,United Kingdom,Western Europe,High,68,86,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Hospital-ICU,Respiratory,143,43,100,0.3039,0,0,0,22.15,10.68,2.874,0.3227,4,37298,4,0
AMR0010062,2018,United Kingdom,Western Europe,High,68,86,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Sputum,2433,283,2150,0.1165,0,0,0,21.78,58.99,5.848,0.2136,2,50574,3,0
AMR0010063,2018,United Kingdom,Western Europe,High,68,86,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-non-ICU,Genital,483,114,369,0.2361,0,0,0,15.52,14.52,2.853,0.2231,6,23257,3,1
AMR0010064,2018,United Kingdom,Western Europe,High,68,86,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Community,Bone/Joint,110,13,97,0.121,0,0,0,21.66,32.57,2.692,0.0968,5,29029,4,0
AMR0010065,2018,United Kingdom,Western Europe,High,68,86,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Respiratory,216,25,191,0.1189,1,0,0,16.3,32.1,1.923,0.096,4,29254,4,0
AMR0010066,2018,United Kingdom,Western Europe,High,68,86,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Community,Blood,65,15,50,0.2379,0,0,0,16.0,10.58,2.604,0.2053,2,39761,4,0
AMR0010067,2018,United Kingdom,Western Europe,High,68,86,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,Catheter tip,135,20,115,0.155,1,0,0,14.33,30.55,5.162,0.2329,5,46728,3,1
AMR0010068,2018,United Kingdom,Western Europe,High,68,86,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Veterinary,Sputum,290,93,197,0.3235,1,0,0,20.82,6.63,1.577,0.177,1,25716,4,0
AMR0010069,2018,United Kingdom,Western Europe,High,68,86,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Veterinary,Respiratory,217,45,172,0.2085,0,0,0,24.85,11.51,1.924,0.1573,1,22927,4,0
AMR0010070,2018,United Kingdom,Western Europe,High,68,86,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Community,Respiratory,159,33,126,0.2077,0,0,0,14.03,12.39,1.897,0.1475,6,30790,3,0
AMR0010071,2018,United Kingdom,Western Europe,High,68,86,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-non-ICU,Respiratory,232,38,194,0.1678,1,0,0,20.25,28.85,2.6,0.1638,6,15210,4,0
AMR0010072,2018,United Kingdom,Western Europe,High,68,86,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Urine,1522,260,1262,0.1711,0,0,0,17.06,38.0,3.278,0.2236,6,22101,4,0
AMR0010073,2018,United Kingdom,Western Europe,High,68,86,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Wound/Skin,248,38,210,0.1548,0,0,0,21.84,15.22,0.999,0.0571,5,41848,4,1
AMR0010074,2018,United Kingdom,Western Europe,High,68,86,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Community,Sputum,329,73,256,0.2225,1,0,0,17.37,9.57,1.111,0.0709,4,41239,5,1
AMR0010075,2018,United Kingdom,Western Europe,High,68,86,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-non-ICU,Stool/Rectal,1068,139,929,0.1309,0,0,0,17.02,24.59,1.755,0.0888,4,45337,4,0
AMR0010076,2018,Germany,Western Europe,High,84,84,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Genital,492,162,330,0.3311,0,0,0,18.4,8.99,1.913,0.2394,3,52179,4,1
AMR0010077,2018,Germany,Western Europe,High,84,84,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-ICU,Wound/Skin,241,57,184,0.2399,1,0,0,15.64,4.73,1.614,0.142,2,32655,4,0
AMR0010078,2018,Germany,Western Europe,High,84,84,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,CSF,383,130,253,0.3407,1,0,0,17.97,7.57,1.608,0.1736,5,22537,3,0
AMR0010079,2018,Germany,Western Europe,High,84,84,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-ICU,Stool/Rectal,456,121,335,0.2661,1,0,0,10.56,13.35,4.018,0.3951,6,43001,5,0
AMR0010080,2018,Germany,Western Europe,High,84,84,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-ICU,CSF,228,45,183,0.1996,0,0,0,11.77,16.78,2.114,0.1197,7,21255,3,0
AMR0010081,2018,Germany,Western Europe,High,84,84,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Sputum,97,15,82,0.1583,0,0,0,16.38,13.22,2.589,0.1636,6,31762,4,0
