mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd
M002718,1993-03-28,1993,1990s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Communications/Telecom,GEO,GEO,1256,1,73.5,35786.0,35752.0,0.0,Success,,0,0,71.1
M002719,1993-07-29,1993,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Technology Demo,LEO,LEO,2553,1,86.4,428.0,257.0,87.5,Launch Failure,,0,0,113.1
M002720,1993-01-29,1993,1990s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,LEO,LEO,1060,1,26.6,391.0,244.0,69.1,Success,,0,0,177.1
M002721,1993-07-06,1993,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,1558,1,88.6,35786.0,35771.0,0.0,Success,,0,0,71.5
M002722,1993-10-13,1993,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Communications/Telecom,GEO,GEO,1345,1,64.2,35786.0,35788.0,0.0,Success,,0,0,69.5
M002723,1993-05-13,1993,1990s,Iran,Proton-K,Khrunichev,57,20700,0,Retired,Rocket Lab LC-1,New Zealand,-39.26,177.86,Science/Astronomy,LEO,Earth Orbit,1744,1,84.2,371.0,304.0,78.6,Success,,0,0,82.6
M002724,1993-10-03,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Navigation/GPS,LEO,MEO,4938,1,186.6,414.0,214.0,89.1,Success,,0,0,120.5
M002725,1993-04-05,1993,1990s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,GEO,GEO,1314,1,78.4,35786.0,35661.0,0.0,Success,,0,0,140.8
M002726,1993-10-25,1993,1990s,United States,New Glenn,Blue Origin,98,45000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,Lunar Transfer,Moon Surface,5017,1,294.0,,,80.2,Success,90.0,4,0,153.7
M002727,1993-02-03,1993,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,3435,1,185.7,357.0,223.0,80.8,Success,,0,0,131.0
M002728,1993-08-06,1993,1990s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,1514,1,67.9,500.0,364.0,53.3,Success,,0,0,174.8
M002729,1993-11-27,1993,1990s,China,Long March 5,CASC,57,25000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Navigation/GPS,LEO,MEO,2532,3,120.1,521.0,246.0,94.8,Success,,0,0,100.0
M002730,1993-09-07,1993,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Military/Reconnaissance,SSO,SSO,3123,2,104.9,759.0,753.0,97.9,Success,,0,0,138.7
M002731,1993-04-02,1993,1990s,United States,Titan II,USAF,31,3175,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,1136,1,62.8,550.0,344.0,63.8,Success,,0,0,150.7
M002732,1993-05-18,1993,1990s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Navigation/GPS,LEO,MEO,1810,1,53.2,382.0,291.0,52.5,Success,,0,0,103.3
M002733,1993-06-15,1993,1990s,Japan,H3,JAXA/MHI,57,16500,0,Active,Tanegashima Space Center,Japan,30.4,130.97,Navigation/GPS,LEO,MEO,664,1,29.7,612.0,210.0,32.9,Success,,0,0,119.9
M002734,1993-11-10,1993,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Weather/Meteorology,LEO,LEO,403,1,11.4,570.0,538.0,77.4,Success,,0,0,50.5
M002735,1993-06-30,1993,1990s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,1972,1,88.4,35786.0,35617.0,0.0,Success,,0,0,190.0
M002736,1993-10-08,1993,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,GEO,GEO,374,1,10.9,35786.0,35645.0,0.0,Success,,0,0,124.2
M002737,1993-05-16,1993,1990s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,326,1,15.6,424.0,367.0,88.7,Success,,0,0,87.6
M002738,1993-11-28,1993,1990s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,530,1,17.4,722.0,703.0,98.1,Success,,0,0,87.6
M002739,1993-08-26,1993,1990s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Navigation/GPS,LEO,MEO,1887,1,67.8,569.0,325.0,72.3,Success,,0,0,164.7
M002740,1993-04-18,1993,1990s,S.Korea,Proton-K,Khrunichev,57,20700,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Earth Observation,LEO,Earth Orbit,1473,2,60.2,475.0,304.0,68.7,Success,,0,0,184.1
M002741,1993-04-20,1993,1990s,Japan,H-II,JAXA,50,10060,0,Retired,Uchinoura Space Center,Japan,31.25,131.08,Communications/Telecom,GEO,GEO,4168,1,247.6,35786.0,35603.0,0.0,Success,,0,0,173.1
M002742,1993-06-01,1993,1990s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Interplanetary,LEO,Saturn,1347,1,52.6,624.0,604.0,92.1,Success,1136.0,0,0,148.4
M002743,1993-02-18,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Military/Reconnaissance,SSO,SSO,4481,1,251.7,635.0,625.0,98.4,Success,,0,0,130.0
M002744,1993-01-10,1993,1990s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,3050,1,175.2,35786.0,35658.0,0.0,Launch Failure,,0,0,89.8
M002745,1993-12-01,1993,1990s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Rideshare,LEO,LEO,341,1,14.3,431.0,222.0,70.4,Success,,0,0,117.8
M002746,1993-07-18,1993,1990s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,1247,1,73.4,35786.0,35656.0,0.0,Success,,0,0,179.0
M002747,1993-08-31,1993,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Military/Reconnaissance,SSO,SSO,1860,1,94.5,569.0,547.0,97.8,Success,,0,0,98.9
M002748,1993-10-16,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,1439,1,78.0,35786.0,35628.0,0.0,Success,,0,0,101.7
M002749,1993-01-06,1993,1990s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,2023,3,69.1,35786.0,35635.0,0.0,Success,,0,0,63.7
M002750,1993-01-27,1993,1990s,United States,Neutron,Rocket Lab,40,13000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,472,1,23.4,598.0,523.0,57.8,Success,,0,0,90.6
M002751,1993-01-29,1993,1990s,United States,Atlas V,ULA,59,18850,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Human Spaceflight,LEO,LEO,6006,1,334.4,588.0,460.0,52.4,Success,180.0,4,0,329.1
M002752,1993-06-20,1993,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,1377,1,40.6,449.0,226.0,53.2,Success,,0,0,161.7
M002753,1993-09-22,1993,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,2118,1,122.9,35786.0,35781.0,0.0,Success,,0,0,182.2
M002754,1993-07-14,1993,1990s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Navigation/GPS,LEO,MEO,1310,1,62.8,578.0,380.0,85.5,Success,,0,0,134.3
M002755,1993-05-25,1993,1990s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,2892,1,126.5,35786.0,35665.0,0.0,Launch Failure,,0,0,268.7
M002756,1993-12-03,1993,1990s,Japan,H-II,JAXA,50,10060,0,Retired,Tanegashima Space Center,Japan,30.4,130.97,Science/Astronomy,LEO,L2 Halo,7695,1,226.7,458.0,232.0,88.8,Mission Failure,,0,0,113.9
M002757,1993-08-24,1993,1990s,United States,Electron,Rocket Lab,18,300,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,GEO,GEO,300,1,13.6,35786.0,35657.0,0.0,Success,,0,0,8.5
M002758,1993-06-07,1993,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Military/Reconnaissance,LEO,LEO,1447,1,79.8,630.0,213.0,76.3,Success,,0,0,153.7
M002759,1993-05-12,1993,1990s,Israel,Sputnik/R-7,OKB-1,28,500,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,500,1,19.8,35786.0,35701.0,0.0,Success,,0,0,75.8
M002760,1993-03-26,1993,1990s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Weather/Meteorology,SSO,SSO,2370,1,75.6,745.0,724.0,98.3,Success,,0,0,166.9
M002761,1993-07-17,1993,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,2802,1,161.8,451.0,210.0,55.9,Success,,0,0,146.2
M002762,1993-02-25,1993,1990s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Navigation/GPS,LEO,MEO,12077,1,576.6,474.0,297.0,95.3,Success,,0,0,184.0
M002763,1993-01-30,1993,1990s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Military/Reconnaissance,LEO,LEO,360,1,14.1,466.0,367.0,34.3,Success,,0,0,94.3
M002764,1993-02-10,1993,1990s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Military/Reconnaissance,SSO,SSO,3094,1,116.8,749.0,735.0,97.7,Success,,0,0,70.3
M002765,1993-04-19,1993,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,3135,1,151.9,465.0,279.0,47.0,Success,,0,0,195.4
M002766,1993-02-19,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Communications/Telecom,GEO,GEO,1143,1,30.0,35786.0,35750.0,0.0,Success,,0,0,106.1
M002767,1993-10-24,1993,1990s,United States,Starship,SpaceX,120,150000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Weather/Meteorology,LEO,LEO,6524,1,176.4,382.0,356.0,39.2,Success,,0,0,74.0
M002768,1993-06-17,1993,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Interplanetary,LEO,Venus,488,1,13.0,518.0,389.0,78.0,Success,51.0,0,0,77.6
M002769,1993-11-16,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Science/Astronomy,LEO,L2 Halo,1104,1,28.8,523.0,381.0,84.7,Success,,0,0,115.5
M002770,1993-05-30,1993,1990s,Japan,Epsilon,JAXA,26,590,0,Active,Uchinoura Space Center,Japan,31.25,131.08,Earth Observation,LEO,Earth Orbit,590,1,27.1,630.0,578.0,43.1,Success,,0,0,171.3
M002771,1993-11-17,1993,1990s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Earth Observation,LEO,Earth Orbit,1257,1,48.5,492.0,216.0,82.8,Success,,0,0,148.4
M002772,1993-07-11,1993,1990s,United States,Neutron,Rocket Lab,40,13000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,SSO,SSO,1141,1,42.3,490.0,462.0,98.3,Partial Failure,,0,0,58.8
M002773,1993-08-30,1993,1990s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Human Spaceflight,LEO,LEO,6728,1,325.1,642.0,588.0,66.6,Success,3.0,4,0,107.0
M002774,1993-03-17,1993,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,322,1,17.8,387.0,269.0,97.1,Success,,0,0,171.2
M002775,1993-10-06,1993,1990s,Japan,Epsilon,JAXA,26,590,0,Active,Tanegashima Space Center,Japan,30.4,130.97,Communications/Telecom,GEO,GEO,590,1,32.8,35786.0,35798.0,0.0,Success,,0,0,147.0
M002776,1993-10-07,1993,1990s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Communications/Telecom,GEO,GEO,1580,1,59.6,35786.0,35724.0,0.0,Success,,0,0,313.5
M002777,1993-07-10,1993,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Military/Reconnaissance,GEO,GEO,388,1,21.1,35786.0,35684.0,0.0,Success,,0,0,76.9
M002778,1993-03-19,1993,1990s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Interplanetary,LEO,Jupiter,765,1,24.8,367.0,360.0,71.6,Success,489.0,0,0,82.5
M002779,1993-03-10,1993,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,Earth Orbit,2017,1,53.0,593.0,226.0,44.5,Success,,0,0,149.5
M002780,1993-02-04,1993,1990s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Technology Demo,LEO,LEO,4293,1,173.5,592.0,568.0,57.5,Success,,0,0,339.8
M002781,1993-04-11,1993,1990s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,467,1,17.1,500.0,428.0,68.8,Success,,0,0,149.5
M002782,1993-07-07,1993,1990s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Rideshare,LEO,LEO,491,1,21.5,395.0,229.0,82.3,Success,,0,0,125.0
M002783,1993-06-01,1993,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,L2 Halo,583,1,22.2,355.0,331.0,56.2,Success,,0,0,119.2
M002784,1993-04-30,1993,1990s,Europe,Ariane 4,Arianespace,59,4900,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,1338,1,62.8,35786.0,35678.0,0.0,Success,,0,0,141.9
M002785,1993-08-13,1993,1990s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Human Spaceflight,Lunar Transfer,Lunar Orbit,5261,1,308.2,,,13.2,Launch Failure,30.0,3,0,73.7
M002786,1993-09-12,1993,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Human Spaceflight,LEO,LEO,5932,1,169.3,601.0,396.0,73.9,Success,90.0,5,0,91.6
M002787,1993-01-20,1993,1990s,United States,New Glenn,Blue Origin,98,45000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Earth Observation,LEO,Earth Orbit,4662,1,128.5,405.0,340.0,29.9,Success,,0,0,124.4
M002788,1993-02-10,1993,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,10438,1,601.2,35786.0,35760.0,0.0,Success,,0,0,118.0
M002789,1993-12-16,1993,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Navigation/GPS,LEO,MEO,1925,1,105.1,491.0,281.0,87.8,Success,,0,0,73.5
M002790,1993-10-02,1993,1990s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Earth Observation,LEO,Earth Orbit,1656,1,80.0,468.0,328.0,55.6,Mission Failure,,0,0,187.1
M002791,1993-07-21,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,Earth Orbit,4281,1,255.1,481.0,468.0,90.9,Success,,0,0,178.5
M002792,1993-08-05,1993,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Lunar Orbit,7713,1,380.1,,,8.1,Success,30.0,5,0,183.0
M002793,1993-08-12,1993,1990s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Human Spaceflight,LEO,LEO,9474,1,279.9,446.0,294.0,56.7,Success,180.0,2,0,174.6
M002794,1993-07-05,1993,1990s,United States,Atlas V,ULA,59,18850,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Navigation/GPS,LEO,MEO,1409,1,36.1,452.0,249.0,34.1,Success,,0,0,229.9
M002795,1993-03-15,1993,1990s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,2133,1,62.4,436.0,329.0,97.5,Success,,0,0,195.1
M002796,1994-12-12,1994,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,1113,1,62.5,35786.0,35645.0,0.0,Success,,0,0,173.9
M002797,1994-10-29,1994,1990s,United States,Saturn V,NASA,111,140000,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,693,1,22.0,35786.0,35791.0,0.0,Success,,0,0,185.0
M002798,1994-08-26,1994,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,427,1,20.6,638.0,619.0,33.2,Launch Failure,,0,0,64.0
M002799,1994-09-12,1994,1990s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Navigation/GPS,LEO,MEO,1105,1,36.7,582.0,244.0,35.7,Success,,0,0,288.3
M002800,1994-04-04,1994,1990s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Human Spaceflight,LEO,LEO,6100,1,206.6,642.0,318.0,28.4,Launch Failure,180.0,6,0,166.1
M002801,1994-12-23,1994,1990s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Commercial Payload,GEO,GEO,480,1,17.0,35786.0,35728.0,0.0,Success,,0,0,50.9
M002802,1994-04-10,1994,1990s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Navigation/GPS,LEO,MEO,3826,1,149.8,629.0,534.0,80.2,Success,,0,0,158.1
M002803,1994-02-24,1994,1990s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,1321,1,49.9,355.0,331.0,60.5,Success,,0,0,93.3
M002804,1994-07-20,1994,1990s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Technology Demo,LEO,LEO,939,1,29.3,502.0,396.0,44.0,Success,,0,0,129.7
M002805,1994-07-19,1994,1990s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Weather/Meteorology,GEO,GEO,1735,1,44.7,35786.0,35627.0,0.0,Success,,0,0,120.4
M002806,1994-10-29,1994,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,1811,1,49.1,358.0,207.0,44.8,Success,,0,0,193.1
M002807,1994-06-19,1994,1990s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,2420,1,106.3,35786.0,35755.0,0.0,Success,,0,0,96.4
M002808,1994-01-03,1994,1990s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,GEO,GEO,136,1,5.2,35786.0,35636.0,0.0,Success,,0,0,97.0
M002809,1994-03-11,1994,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,1467,1,57.1,426.0,315.0,95.2,Success,,0,0,84.6
M002810,1994-12-12,1994,1990s,United States,Space Shuttle,NASA,56,27500,1,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,LEO,LEO,1024,1,49.5,544.0,297.0,91.7,Success,,0,0,192.4
M002811,1994-10-24,1994,1990s,Japan,H-IIA,JAXA/MHI,53,10000,0,Retired,Tanegashima Space Center,Japan,30.4,130.97,Communications/Telecom,GEO,GEO,1463,1,43.6,35786.0,35720.0,0.0,Success,,0,0,76.7
M002812,1994-05-11,1994,1990s,United States,Falcon 9,SpaceX,70,22800,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,1359,1,73.0,35786.0,35658.0,0.0,Success,,0,0,71.4
M002813,1994-01-09,1994,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,429,1,14.3,35786.0,35752.0,0.0,Success,,0,0,187.1
M002814,1994-11-24,1994,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,1943,1,107.4,472.0,455.0,95.6,Success,,0,0,79.4
M002815,1994-09-15,1994,1990s,Europe,Ariane 4,Arianespace,59,4900,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Weather/Meteorology,LEO,LEO,2414,1,91.4,610.0,306.0,92.4,Success,,0,0,135.0
M002816,1994-02-26,1994,1990s,United States,Electron,Rocket Lab,18,300,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Communications/Telecom,GEO,GEO,300,1,12.4,35786.0,35644.0,0.0,Success,,0,0,8.3
M002817,1994-06-18,1994,1990s,United States,Neutron,Rocket Lab,40,13000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Interplanetary,LEO,Comet,836,1,37.9,402.0,346.0,93.5,Success,357.0,0,0,91.0
M002818,1994-06-27,1994,1990s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Commercial Payload,GEO,GEO,500,1,29.3,35786.0,35742.0,0.0,Success,,0,0,192.8
M002819,1994-04-24,1994,1990s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,3666,1,170.2,35786.0,35711.0,0.0,Success,,0,0,143.6
M002820,1994-12-05,1994,1990s,Japan,H-II,JAXA,50,10060,0,Retired,Uchinoura Space Center,Japan,31.25,131.08,Technology Demo,LEO,LEO,597,1,32.1,627.0,440.0,44.3,Success,,0,0,182.8
M002821,1994-08-07,1994,1990s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Navigation/GPS,LEO,MEO,2300,1,136.2,530.0,324.0,33.3,Success,,0,0,103.2
M002822,1994-03-23,1994,1990s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,1174,1,45.6,35786.0,35621.0,0.0,Success,,0,0,161.6
M002823,1994-04-29,1994,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Interplanetary,LEO,Venus,3237,1,192.1,419.0,414.0,32.4,Success,766.0,0,0,139.9
M002824,1994-02-16,1994,1990s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,LEO,LEO,2948,1,174.4,575.0,326.0,55.3,Success,,0,0,94.4
M002825,1994-11-29,1994,1990s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,326,1,13.6,35786.0,35740.0,0.0,Success,,0,0,73.6
M002826,1994-09-01,1994,1990s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Science/Astronomy,LEO,L2 Halo,1229,1,39.0,461.0,453.0,70.2,Launch Failure,,0,0,129.2
M002827,1994-09-22,1994,1990s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Human Spaceflight,Lunar Transfer,Moon Surface,5929,1,208.8,,,25.0,Success,3.0,3,0,185.0
M002828,1994-01-19,1994,1990s,Japan,Epsilon,JAXA,26,590,0,Active,Tanegashima Space Center,Japan,30.4,130.97,Communications/Telecom,GEO,GEO,590,1,34.6,35786.0,35635.0,0.0,Success,,0,0,97.6
M002829,1994-02-09,1994,1990s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,SSO,SSO,1595,1,84.7,600.0,597.0,98.1,Launch Failure,,0,0,111.4
