event_id,date,year,month,day_of_year,season,region_id,region_name,country,continent,latitude,longitude,climate_zone,vegetation_type,fire_radiative_power_mw,burn_area_hectares,burn_area_km2,severity,fire_duration_days,contained,human_caused,detection_satellite,detection_confidence,co2_emissions_tonnes,pm25_emissions_tonnes,pm10_emissions_tonnes,co_emissions_tonnes,ch4_emissions_tonnes,air_temp_celsius,relative_humidity_pct,wind_speed_kmh,wind_direction,drought_index,structures_threatened,structures_destroyed,evacuation_orders,people_evacuated,enso_phase,climate_anomaly_year
WF0003882,2014-06-19,2014,6,170,Summer,ca_qc,Quebec,Canada,North America,51.4862,-67.8596,Continental,Boreal Forest,1117.2,232.4,2.32,High,1,1,1,MODIS Terra,High,143.2,8.32,13.31,18.72,2.28,32.5,21.5,40.2,NE,0.351,1,0,0,0,0.476,0
WF0003883,2014-07-26,2014,7,207,Summer,ca_qc,Quebec,Canada,North America,53.2532,-73.043,Continental,Boreal Forest,159.4,1386.6,13.87,Moderate,1,0,0,MODIS Terra,Nominal,864.2,55.16,107.86,92.97,16.125,34.9,33.2,39.9,W,0.294,0,0,0,0,0.476,0
WF0003884,2014-06-03,2014,6,154,Summer,ca_qc,Quebec,Canada,North America,52.3894,-77.1083,Continental,Boreal Forest,973.0,3392.0,33.92,High,11,1,0,Sentinel-3,High,1283.6,53.55,96.26,162.32,11.656,29.6,13.1,53.3,NE,0.588,0,0,0,0,0.476,0
WF0003885,2014-06-25,2014,6,176,Summer,ca_qc,Quebec,Canada,North America,55.0413,-72.8774,Continental,Boreal Forest,144.9,3286.3,32.86,Moderate,1,1,1,MODIS Terra,High,1250.2,63.95,129.48,105.05,17.269,21.5,11.2,10.3,NW,0.545,0,0,0,0,0.476,0
WF0003886,2014-07-08,2014,7,189,Summer,ca_qc,Quebec,Canada,North America,54.1433,-70.5113,Continental,Boreal Forest,1310.3,2589.2,25.89,High,8,0,1,MODIS Aqua,High,1438.0,102.71,176.75,129.2,21.774,20.4,28.6,13.0,NW,0.589,1,0,0,0,0.476,0
WF0003887,2014-06-06,2014,6,157,Summer,ca_qc,Quebec,Canada,North America,53.0928,-74.8038,Continental,Boreal Forest,1598.0,13243.5,132.44,High,17,1,0,VIIRS S-NPP,High,6674.0,443.29,678.86,898.78,102.314,29.4,32.3,37.6,W,0.571,0,0,0,0,0.476,0
WF0003888,2014-08-21,2014,8,233,Summer,ca_qc,Quebec,Canada,North America,52.4069,-72.9808,Continental,Boreal Forest,962.1,174036.2,1740.36,Extreme,2,1,1,VIIRS NOAA-20,Nominal,68038.5,4524.84,8282.91,9431.18,995.15,35.0,19.2,26.6,NE,0.448,1,0,1,15911,0.476,0
WF0003889,2014-08-26,2014,8,238,Summer,ca_qc,Quebec,Canada,North America,48.6263,-72.6765,Continental,Boreal Forest,135.3,18019.1,180.19,High,7,1,1,VIIRS S-NPP,High,10792.3,717.71,1383.02,1413.15,64.318,20.1,7.8,12.8,S,0.294,0,0,0,0,0.476,0
WF0003890,2014-08-24,2014,8,236,Summer,ca_qc,Quebec,Canada,North America,51.6099,-73.865,Continental,Boreal Forest,423.6,248470.1,2484.7,Extreme,3,1,0,VIIRS S-NPP,High,104279.7,4577.08,7801.5,7346.16,1609.202,34.0,31.5,10.7,NE,0.603,3,0,1,34029,0.476,0
WF0003891,2014-09-23,2014,9,266,Autumn,us_ca,California,USA,North America,37.5817,-115.634,Mediterranean,Chaparral/Forest,781.5,3490.3,34.9,Moderate,31,1,1,MODIS Terra,Nominal,875.4,20.4,33.39,52.84,15.881,28.8,22.7,55.7,SW,0.296,0,0,0,0,0.476,0
WF0003892,2014-09-17,2014,9,260,Autumn,us_ca,California,USA,North America,41.162,-120.0295,Mediterranean,Chaparral/Forest,945.4,74105.8,741.06,Extreme,5,1,1,VIIRS S-NPP,High,27651.8,940.08,2238.67,3046.49,207.069,22.9,27.2,20.7,NW,0.387,0,0,1,112,0.476,0
WF0003893,2014-07-07,2014,7,188,Summer,us_ca,California,USA,North America,36.6071,-116.8297,Mediterranean,Chaparral/Forest,270.4,39613.6,396.14,High,1,0,0,VIIRS NOAA-20,High,12912.8,827.66,1838.02,1710.2,209.203,34.9,11.5,22.8,W,0.679,1,0,0,0,0.476,0
WF0003894,2014-09-12,2014,9,255,Autumn,us_ca,California,USA,North America,42.2671,-116.7721,Mediterranean,Chaparral/Forest,192.8,8594.0,85.94,Moderate,3,0,0,VIIRS NOAA-20,High,2960.3,215.63,401.71,149.39,56.082,23.9,18.2,14.7,N,0.526,0,0,0,0,0.476,0
WF0003895,2014-11-11,2014,11,315,Autumn,us_ca,California,USA,North America,32.5998,-115.1504,Mediterranean,Chaparral/Forest,450.9,130248.8,1302.49,Extreme,2,1,1,MODIS Terra,Nominal,36439.9,2490.87,3769.58,2562.44,292.952,31.3,17.3,19.2,NW,0.422,0,0,1,64,0.476,0
WF0003896,2014-11-19,2014,11,323,Autumn,us_ca,California,USA,North America,38.744,-114.0007,Mediterranean,Chaparral/Forest,78.8,2381.8,23.82,Moderate,3,1,1,MODIS Aqua,High,687.6,25.27,53.23,49.84,8.898,36.2,11.1,54.2,SW,0.325,0,0,0,0,0.476,0
WF0003897,2014-10-19,2014,10,292,Autumn,us_ca,California,USA,North America,35.4316,-119.7912,Mediterranean,Chaparral/Forest,2949.1,74688.2,746.88,Extreme,11,0,0,MODIS Terra,High,23886.5,959.91,1767.42,2720.8,193.66,22.7,7.3,29.6,SE,0.558,0,0,1,23696,0.476,0
WF0003898,2014-09-14,2014,9,257,Autumn,us_or,Oregon,USA,North America,43.8329,-122.4104,Temperate,Conifer Forest,30.0,635.8,6.36,Low,9,0,0,MODIS Aqua,High,231.2,12.67,21.43,13.52,2.707,23.1,32.6,18.8,S,0.357,0,0,0,0,0.476,0
WF0003899,2014-09-10,2014,9,253,Autumn,us_or,Oregon,USA,North America,43.1681,-123.8974,Temperate,Conifer Forest,1944.2,5372.2,53.72,High,8,1,1,VIIRS NOAA-20,High,1906.8,64.24,120.82,103.24,18.471,41.1,7.1,27.2,N,0.581,0,0,0,0,0.476,0
WF0003900,2014-08-15,2014,8,227,Summer,us_or,Oregon,USA,North America,46.7361,-126.4865,Temperate,Conifer Forest,161.8,1437.3,14.37,Moderate,5,1,1,VIIRS NOAA-20,Low,413.1,13.59,24.73,39.78,7.871,35.9,31.0,28.5,NE,0.668,0,0,0,0,0.476,0
WF0003901,2014-07-03,2014,7,184,Summer,us_or,Oregon,USA,North America,42.1478,-122.6534,Temperate,Conifer Forest,2828.8,108053.8,1080.54,Extreme,4,1,1,VIIRS S-NPP,High,27781.6,907.91,1906.93,2398.16,425.33,44.3,31.8,31.0,W,0.409,6,1,1,2392,0.476,0
WF0003902,2014-07-21,2014,7,202,Summer,us_or,Oregon,USA,North America,42.4929,-114.5398,Temperate,Conifer Forest,1153.3,7497.5,74.97,High,15,1,1,VIIRS NOAA-20,High,2288.7,173.96,428.64,125.38,38.15,38.8,9.4,28.8,W,0.375,35,12,0,0,0.476,0
WF0003903,2014-07-17,2014,7,198,Summer,us_or,Oregon,USA,North America,42.2411,-122.5237,Temperate,Conifer Forest,147.0,4825.7,48.26,Moderate,1,1,0,VIIRS S-NPP,Nominal,1530.1,69.59,110.75,181.66,29.602,25.1,11.0,28.4,N,0.686,0,0,0,0,0.476,0
WF0003904,2014-08-08,2014,8,220,Summer,us_or,Oregon,USA,North America,43.8222,-121.2097,Temperate,Conifer Forest,1160.1,1472.2,14.72,High,11,0,1,VIIRS NOAA-20,Nominal,434.5,12.6,22.76,51.48,5.534,39.5,25.0,11.4,SE,0.665,0,0,0,0,0.476,0
WF0003905,2014-08-22,2014,8,234,Summer,us_or,Oregon,USA,North America,43.4924,-124.7112,Temperate,Conifer Forest,987.1,4747.3,47.47,High,10,1,0,VIIRS NOAA-20,High,1065.3,27.18,48.1,110.33,6.461,29.9,5.3,5.5,SE,0.242,2,0,0,0,0.476,0
WF0003906,2014-08-13,2014,8,225,Summer,us_or,Oregon,USA,North America,43.7566,-122.7289,Temperate,Conifer Forest,6837.4,60774.5,607.75,Extreme,4,1,0,VIIRS NOAA-20,Nominal,22035.7,685.38,1218.44,3109.8,355.181,41.6,14.5,29.3,E,0.241,0,0,1,150,0.476,0
WF0003907,2014-08-02,2014,8,214,Summer,us_or,Oregon,USA,North America,44.4737,-117.0975,Temperate,Conifer Forest,730.8,13800.6,138.01,High,18,1,1,VIIRS NOAA-20,Nominal,4496.8,302.49,630.34,656.43,78.64,44.6,30.6,7.1,NE,0.528,22,7,0,0,0.476,0
WF0003908,2014-08-24,2014,8,236,Summer,us_or,Oregon,USA,North America,44.5895,-116.5103,Temperate,Conifer Forest,2024.0,33805.4,338.05,Extreme,12,1,1,VIIRS NOAA-20,High,11931.4,558.23,853.3,755.82,118.314,39.6,12.5,22.5,W,0.527,35,8,1,52,0.476,0
WF0003909,2014-09-17,2014,9,260,Autumn,us_or,Oregon,USA,North America,46.984,-123.169,Temperate,Conifer Forest,3612.8,7374.8,73.75,Extreme,23,1,1,MODIS Terra,High,2855.8,71.98,127.2,187.43,24.776,31.8,13.4,8.0,NE,0.3,0,0,1,390,0.476,0
WF0003910,2014-08-21,2014,8,233,Summer,us_or,Oregon,USA,North America,42.5484,-123.3896,Temperate,Conifer Forest,828.8,1396.5,13.96,High,53,1,0,MODIS Terra,High,423.8,17.57,40.18,52.72,5.861,35.7,14.1,10.4,SE,0.363,33,8,0,0,0.476,0
WF0003911,2014-09-07,2014,9,250,Autumn,us_or,Oregon,USA,North America,40.4239,-118.3665,Temperate,Conifer Forest,2260.4,8376.1,83.76,Extreme,2,1,1,VIIRS NOAA-20,Nominal,1964.1,73.21,171.93,163.2,12.735,35.1,18.2,23.1,SW,0.534,0,0,1,9980,0.476,0
WF0003912,2014-07-17,2014,7,198,Summer,us_wa,Washington,USA,North America,47.7885,-120.0822,Temperate,Conifer Forest,1875.9,8673.1,86.73,High,12,1,1,VIIRS NOAA-20,High,3104.3,91.87,169.37,350.76,16.715,22.7,25.1,12.0,E,0.448,7,1,0,0,0.476,0
WF0003913,2014-07-18,2014,7,199,Summer,us_wa,Washington,USA,North America,50.1803,-123.0196,Temperate,Conifer Forest,6593.5,405601.0,4056.01,Extreme,3,1,1,VIIRS NOAA-20,High,104279.6,3678.81,8900.75,10499.35,1584.186,40.8,26.9,40.7,SW,0.572,0,0,1,586,0.476,0
WF0003914,2014-07-06,2014,7,187,Summer,us_wa,Washington,USA,North America,43.2127,-116.4848,Temperate,Conifer Forest,646.8,18019.5,180.19,High,6,1,1,VIIRS S-NPP,Nominal,3847.1,142.28,307.32,307.88,52.46,43.4,26.6,27.4,E,0.289,1,0,0,0,0.476,0
WF0003915,2014-08-15,2014,8,227,Summer,us_wa,Washington,USA,North America,49.0043,-119.4605,Temperate,Conifer Forest,493.1,5177.9,51.78,Moderate,2,1,1,MODIS Terra,High,1609.9,67.76,118.9,234.63,26.111,22.2,28.7,59.8,S,0.415,0,0,0,0,0.476,0
WF0003916,2014-09-03,2014,9,246,Autumn,us_wa,Washington,USA,North America,46.5151,-121.3851,Temperate,Conifer Forest,1185.5,785.8,7.86,High,6,1,1,VIIRS S-NPP,High,304.9,21.81,49.62,37.69,2.55,33.7,11.1,37.4,SE,0.3,113,18,1,2310,0.476,0
WF0003917,2014-09-04,2014,9,247,Autumn,us_wa,Washington,USA,North America,44.9457,-120.6584,Temperate,Conifer Forest,730.0,1732.3,17.32,Moderate,1,1,0,VIIRS S-NPP,High,447.9,15.86,38.54,29.01,6.243,27.1,7.0,13.1,SW,0.674,0,0,0,0,0.476,0
WF0003918,2014-08-10,2014,8,222,Summer,us_wa,Washington,USA,North America,46.1641,-116.2659,Temperate,Conifer Forest,502.4,25894.3,258.94,High,25,1,0,MODIS Terra,High,6636.3,501.56,1237.97,884.6,80.92,42.5,34.1,44.3,NW,0.244,0,0,0,0,0.476,0
WF0003919,2014-09-27,2014,9,270,Autumn,us_wa,Washington,USA,North America,49.3853,-121.3001,Temperate,Conifer Forest,682.9,36964.6,369.65,High,1,1,0,VIIRS S-NPP,High,11317.9,639.74,1373.16,1311.03,93.546,43.2,13.7,55.6,SE,0.48,16,4,0,0,0.476,0
WF0003920,2014-07-13,2014,7,194,Summer,us_co,Colorado,USA,North America,39.1674,-108.0968,Continental/Alpine,Mixed Forest,298.9,2149.6,21.5,Moderate,1,1,0,MODIS Terra,Nominal,713.5,26.82,66.69,38.97,7.779,27.5,19.3,12.2,SE,0.661,0,0,0,0,0.476,0
WF0003921,2014-09-11,2014,9,254,Autumn,us_co,Colorado,USA,North America,36.3805,-103.2941,Continental/Alpine,Mixed Forest,13.1,812.2,8.12,Low,5,1,1,Landsat 8/9,Nominal,268.8,16.06,27.53,35.19,4.327,27.5,26.5,42.5,SE,0.539,0,0,0,0,0.476,0
WF0003922,2014-09-10,2014,9,253,Autumn,us_co,Colorado,USA,North America,42.8624,-103.5791,Continental/Alpine,Mixed Forest,106.8,2506.3,25.06,Moderate,2,0,1,VIIRS S-NPP,Low,860.1,68.21,105.47,127.24,9.384,31.5,31.9,16.4,NW,0.437,0,0,0,0,0.476,0
WF0003923,2014-08-10,2014,8,222,Summer,us_co,Colorado,USA,North America,39.7043,-106.3963,Continental/Alpine,Mixed Forest,405.9,110269.5,1102.69,Extreme,2,1,1,VIIRS NOAA-20,Nominal,33029.7,2376.02,5168.37,2722.2,568.464,25.4,24.2,34.0,NE,0.705,2,0,1,75,0.476,0
WF0003924,2014-08-18,2014,8,230,Summer,us_co,Colorado,USA,North America,45.1738,-106.65,Continental/Alpine,Mixed Forest,188.1,2490.7,24.91,Moderate,4,1,0,MODIS Terra,Low,722.5,46.39,87.78,74.14,9.679,35.9,12.6,23.2,SE,0.643,0,0,0,0,0.476,0
WF0003925,2014-08-26,2014,8,238,Summer,us_co,Colorado,USA,North America,39.365,-109.1863,Continental/Alpine,Mixed Forest,453.9,4545.1,45.45,Moderate,6,1,1,MODIS Aqua,Low,1372.4,45.3,74.2,105.12,20.212,33.0,30.9,49.7,S,0.74,0,0,0,0,0.476,0
WF0003926,2014-07-08,2014,7,189,Summer,us_co,Colorado,USA,North America,39.3501,-105.1726,Continental/Alpine,Mixed Forest,675.9,27799.1,277.99,High,9,0,0,MODIS Terra,High,7332.5,448.86,810.35,803.59,141.235,35.9,15.4,55.6,NW,0.685,7,2,0,0,0.476,0
WF0003927,2014-08-12,2014,8,224,Summer,us_co,Colorado,USA,North America,40.3296,-106.7895,Continental/Alpine,Mixed Forest,747.2,11709.2,117.09,High,19,0,1,VIIRS S-NPP,Nominal,3379.7,209.22,367.47,214.68,46.239,29.5,7.7,42.8,NW,0.61,1,0,0,0,0.476,0
WF0003928,2014-06-23,2014,6,174,Summer,us_co,Colorado,USA,North America,37.2792,-100.5018,Continental/Alpine,Mixed Forest,335.1,63009.8,630.1,Extreme,12,0,0,MODIS Aqua,High,22063.5,595.56,1059.55,2182.72,363.905,39.1,13.5,15.8,W,0.287,4,1,1,12,0.476,0
WF0003929,2014-06-16,2014,6,167,Summer,us_co,Colorado,USA,North America,37.8645,-108.6629,Continental/Alpine,Mixed Forest,1451.2,46764.0,467.64,High,4,1,0,MODIS Terra,Nominal,17642.5,1284.72,3105.54,2230.78,94.367,31.6,28.8,15.6,E,0.586,7,0,0,0,0.476,0
WF0003930,2014-08-11,2014,8,223,Summer,us_co,Colorado,USA,North America,43.7398,-106.0895,Continental/Alpine,Mixed Forest,786.8,22008.8,220.09,High,28,1,0,Landsat 8/9,Low,5369.6,387.56,778.02,634.0,70.118,41.0,29.3,7.3,S,0.286,1,0,0,0,0.476,0
WF0003931,2014-07-05,2014,7,186,Summer,us_co,Colorado,USA,North America,38.568,-104.4178,Continental/Alpine,Mixed Forest,306.0,14206.4,142.06,High,9,1,1,Sentinel-3,High,5055.5,338.0,700.97,656.04,80.557,26.1,23.9,28.0,SW,0.44,22,1,0,0,0.476,0
WF0003932,2014-06-25,2014,6,176,Summer,us_nm,New Mexico,USA,North America,31.0513,-102.6721,Arid/Semi-arid,Pinyon-Juniper,9539.6,2204763.9,22047.64,Extreme,7,1,1,VIIRS S-NPP,High,490903.4,13074.2,22564.91,26496.01,6143.07,40.4,5.9,5.6,NE,0.588,132,33,1,496,0.476,0
WF0003933,2014-05-12,2014,5,132,Spring,us_nm,New Mexico,USA,North America,36.2407,-110.4702,Arid/Semi-arid,Pinyon-Juniper,26901.0,40422.7,404.23,Extreme,6,0,1,VIIRS S-NPP,High,10343.8,775.27,1601.95,1049.4,182.803,30.0,20.0,15.3,W,0.834,1,0,1,744,0.476,0
WF0003934,2014-07-19,2014,7,200,Summer,us_nm,New Mexico,USA,North America,32.5436,-111.342,Arid/Semi-arid,Pinyon-Juniper,11230.8,88915.1,889.15,Extreme,1,1,0,VIIRS S-NPP,High,28329.1,2086.67,3411.85,2398.27,233.761,23.1,14.1,45.4,N,0.5,0,0,1,58,0.476,0
WF0003935,2014-06-04,2014,6,155,Summer,us_nm,New Mexico,USA,North America,31.8185,-107.8757,Arid/Semi-arid,Pinyon-Juniper,797.1,21526.8,215.27,High,8,1,0,MODIS Aqua,Low,4720.0,368.63,785.13,354.69,34.497,31.8,15.3,25.8,S,0.488,2,0,0,0,0.476,0
WF0003936,2014-07-12,2014,7,193,Summer,us_nm,New Mexico,USA,North America,38.2212,-109.7976,Arid/Semi-arid,Pinyon-Juniper,45.3,14834.8,148.35,High,1,1,0,MODIS Aqua,Low,4587.7,188.62,362.55,314.15,73.881,45.0,5.5,30.6,NE,0.433,73,13,1,3944,0.476,0
WF0003937,2014-05-14,2014,5,134,Spring,us_tx,Texas,USA,North America,34.7287,-99.0844,Subtropical/Arid,Grassland,798.6,24452.7,244.53,High,2,1,0,VIIRS S-NPP,High,2607.0,166.74,353.7,382.88,17.81,31.7,13.7,34.8,NW,0.293,1,0,0,0,0.476,0
WF0003938,2014-05-25,2014,5,145,Spring,us_tx,Texas,USA,North America,31.2623,-100.6107,Subtropical/Arid,Grassland,47.7,489.4,4.89,Low,1,1,0,VIIRS NOAA-20,Nominal,89.7,2.45,5.65,6.48,1.449,20.7,23.1,46.4,W,0.654,0,0,0,0,0.476,0
WF0003939,2014-04-14,2014,4,104,Spring,us_tx,Texas,USA,North America,31.9535,-98.5269,Subtropical/Arid,Grassland,94.9,1169.1,11.69,Moderate,5,1,0,VIIRS S-NPP,High,143.7,3.19,7.01,20.04,2.397,44.7,7.0,57.0,S,0.52,0,0,0,0,0.476,0
WF0003940,2014-03-10,2014,3,69,Spring,us_tx,Texas,USA,North America,30.3232,-95.6861,Subtropical/Arid,Grassland,231.3,3091.1,30.91,Moderate,1,1,0,MODIS Aqua,High,328.2,9.22,19.1,32.62,4.729,30.7,31.4,43.7,W,0.411,0,0,0,0,0.476,0
WF0003941,2014-04-02,2014,4,92,Spring,us_tx,Texas,USA,North America,27.5807,-100.3761,Subtropical/Arid,Grassland,920.3,3242.9,32.43,High,3,1,1,MODIS Terra,High,573.8,44.02,85.59,37.27,10.037,31.0,6.1,13.4,NE,0.429,2,0,0,0,0.476,0
WF0003942,2014-04-13,2014,4,103,Spring,us_tx,Texas,USA,North America,32.8545,-95.5459,Subtropical/Arid,Grassland,85.3,694.8,6.95,Low,22,0,1,VIIRS NOAA-20,High,107.1,7.67,13.71,13.35,1.381,23.1,22.9,41.3,W,0.718,0,0,0,0,0.476,0
WF0003943,2014-06-02,2014,6,153,Summer,us_tx,Texas,USA,North America,33.1891,-99.3327,Subtropical/Arid,Grassland,31.4,424.9,4.25,Low,1,0,1,MODIS Aqua,Nominal,75.1,1.55,2.66,6.32,1.214,39.8,21.8,36.0,SE,0.508,0,0,0,0,0.476,0
WF0003944,2014-06-16,2014,6,167,Summer,us_tx,Texas,USA,North America,27.7405,-99.0565,Subtropical/Arid,Grassland,465.4,10823.8,108.24,High,1,1,1,VIIRS S-NPP,High,2058.4,42.86,77.46,181.87,17.42,28.3,8.3,35.8,S,0.48,0,0,0,0,0.476,0
WF0003945,2014-04-04,2014,4,94,Spring,us_fl,Florida,USA,North America,25.0359,-80.8102,Subtropical,Pine/Palmetto,2888.3,59346.6,593.47,Extreme,1,1,0,VIIRS NOAA-20,Low,16524.2,575.82,1145.28,1176.29,306.605,40.9,15.8,15.1,E,0.36,9,3,1,92257,0.476,0
WF0003946,2014-03-23,2014,3,82,Spring,us_fl,Florida,USA,North America,24.6645,-80.4537,Subtropical,Pine/Palmetto,2808.7,248170.6,2481.71,Extreme,1,1,1,MODIS Aqua,Nominal,59663.6,3820.59,6283.2,8603.76,540.778,39.1,13.3,8.3,SE,0.381,15,0,1,914,0.476,0
WF0003947,2014-05-02,2014,5,122,Spring,us_fl,Florida,USA,North America,27.7617,-77.1335,Subtropical,Pine/Palmetto,1694.6,15277.0,152.77,High,13,0,0,MODIS Terra,Nominal,3868.3,201.4,361.27,498.67,50.332,41.8,17.0,12.7,N,0.363,0,0,0,0,0.476,0
WF0003948,2014-05-25,2014,5,145,Spring,us_fl,Florida,USA,North America,29.8174,-82.0268,Subtropical,Pine/Palmetto,886.5,14925.3,149.25,High,1,1,1,MODIS Terra,High,5283.1,162.65,323.74,704.69,95.786,23.0,13.8,41.7,W,0.569,8,0,0,0,0.476,0
WF0003949,2014-04-23,2014,4,113,Spring,us_fl,Florida,USA,North America,24.258,-88.4367,Subtropical,Pine/Palmetto,139.0,1818.3,18.18,Moderate,6,1,0,VIIRS NOAA-20,High,505.2,36.5,60.56,74.25,5.808,26.2,10.6,42.9,S,0.277,0,0,0,0,0.476,0
WF0003950,2014-05-19,2014,5,139,Spring,us_fl,Florida,USA,North America,27.5074,-80.885,Subtropical,Pine/Palmetto,208.1,1621.0,16.21,Moderate,3,1,1,MODIS Aqua,High,387.6,9.74,21.01,25.83,7.444,23.1,26.0,6.1,S,0.469,0,0,0,0,0.476,0
WF0003951,2014-03-07,2014,3,66,Spring,us_fl,Florida,USA,North America,27.763,-76.3657,Subtropical,Pine/Palmetto,139.5,4331.2,43.31,Moderate,2,1,1,VIIRS S-NPP,Nominal,1461.1,34.09,65.1,193.6,21.767,38.4,26.9,5.0,N,0.518,0,0,0,0,0.476,0
WF0003952,2014-04-03,2014,4,93,Spring,us_fl,Florida,USA,North America,25.6832,-78.7923,Subtropical,Pine/Palmetto,2277.7,136205.8,1362.06,Extreme,1,1,0,MODIS Aqua,High,31841.8,1327.46,2181.53,2921.09,499.412,27.9,6.2,14.7,SE,0.602,4,1,1,179,0.476,0
WF0003953,2014-08-19,2014,8,231,Winter,bra_am,Amazonas,Brazil,South America,-10.2717,-62.3682,Tropical,Rainforest,3684.6,5253.4,52.53,Extreme,2,1,0,MODIS Terra,Nominal,2302.9,95.46,234.29,129.1,30.485,25.6,6.1,43.7,S,0.431,17,5,1,40,0.476,0
WF0003954,2014-10-15,2014,10,288,Autumn,bra_am,Amazonas,Brazil,South America,-5.5281,-63.7376,Tropical,Rainforest,2056.7,3464.9,34.65,Extreme,1,1,0,VIIRS S-NPP,High,1974.1,78.38,160.25,133.01,10.557,34.8,14.2,20.3,SE,0.711,0,0,1,860,0.476,0
WF0003955,2014-11-11,2014,11,315,Autumn,bra_am,Amazonas,Brazil,South America,-6.4739,-63.8658,Tropical,Rainforest,92.2,771.6,7.72,Low,1,1,0,VIIRS S-NPP,High,403.9,13.8,21.17,46.89,4.697,29.3,20.0,35.3,SW,0.348,0,0,0,0,0.476,0
WF0003956,2014-09-18,2014,9,261,Autumn,bra_am,Amazonas,Brazil,South America,-0.6918,-61.0591,Tropical,Rainforest,944.4,160672.8,1606.73,Extreme,1,1,1,Sentinel-3,Nominal,63471.2,2021.7,4766.45,7485.13,900.489,31.7,33.1,7.4,SE,0.287,24,3,1,252,0.476,0
WF0003957,2014-11-11,2014,11,315,Autumn,bra_am,Amazonas,Brazil,South America,-5.7864,-62.9337,Tropical,Rainforest,4293.7,44531.8,445.32,Extreme,3,1,1,MODIS Aqua,High,29705.1,2143.91,3571.01,2437.27,516.193,32.4,7.9,5.1,E,0.873,4,0,1,26511,0.476,0
WF0003958,2014-07-05,2014,7,186,Winter,bra_mt,Mato Grosso,Brazil,South America,-9.6636,-53.4425,Tropical/Cerrado,Cerrado Savanna,2305.8,5156.8,51.57,Extreme,10,0,1,MODIS Terra,High,1532.7,98.7,192.43,102.02,15.929,30.3,18.7,46.7,SW,0.681,2,0,1,411,0.476,0
WF0003959,2014-09-18,2014,9,261,Autumn,bra_mt,Mato Grosso,Brazil,South America,-9.709,-54.2577,Tropical/Cerrado,Cerrado Savanna,138.1,7544.9,75.45,Moderate,6,0,1,VIIRS NOAA-20,High,1369.4,50.43,113.17,109.0,19.251,32.4,27.8,29.5,NW,0.489,0,0,0,0,0.476,0
WF0003960,2014-08-08,2014,8,220,Winter,bra_mt,Mato Grosso,Brazil,South America,-8.6989,-53.2355,Tropical/Cerrado,Cerrado Savanna,2677.2,10925.6,109.26,Extreme,28,1,0,Sentinel-3,High,2004.2,93.0,155.48,159.63,27.536,28.5,14.4,33.6,W,0.611,4,0,1,102,0.476,0
WF0003961,2014-09-05,2014,9,248,Autumn,bra_mt,Mato Grosso,Brazil,South America,-10.8553,-54.1013,Tropical/Cerrado,Cerrado Savanna,234.6,2487.2,24.87,Moderate,1,0,0,VIIRS NOAA-20,Nominal,522.1,12.38,18.57,78.24,10.397,25.3,21.2,31.0,W,0.576,0,0,0,0,0.476,0
WF0003962,2014-10-23,2014,10,296,Autumn,bra_mt,Mato Grosso,Brazil,South America,-13.5326,-56.4112,Tropical/Cerrado,Cerrado Savanna,787.1,145140.3,1451.4,Extreme,4,1,1,MODIS Terra,High,31730.3,2289.81,5558.77,4463.24,371.887,33.7,14.7,38.8,S,0.275,0,0,1,17,0.476,0
WF0003963,2014-09-04,2014,9,247,Autumn,bra_mt,Mato Grosso,Brazil,South America,-10.3527,-57.4527,Tropical/Cerrado,Cerrado Savanna,4122.2,7950.1,79.5,Extreme,1,1,0,VIIRS S-NPP,High,2059.0,58.15,126.42,177.28,24.381,31.9,14.5,24.8,N,0.657,1,0,1,68,0.476,0
WF0003964,2014-07-19,2014,7,200,Winter,bra_mt,Mato Grosso,Brazil,South America,-8.1249,-52.663,Tropical/Cerrado,Cerrado Savanna,4444.2,250533.8,2505.34,Extreme,2,1,0,VIIRS S-NPP,High,46177.3,1989.68,3403.57,6648.21,715.754,26.9,7.0,54.5,SE,0.603,0,0,1,1,0.476,0
WF0003965,2014-10-14,2014,10,287,Autumn,bra_mt,Mato Grosso,Brazil,South America,-15.2308,-56.128,Tropical/Cerrado,Cerrado Savanna,58.4,1145.0,11.45,Moderate,3,0,1,MODIS Terra,High,227.4,17.26,41.26,34.01,2.601,34.4,17.2,13.6,NE,0.754,0,0,0,0,0.476,0
WF0003966,2014-09-12,2014,9,255,Autumn,bra_mt,Mato Grosso,Brazil,South America,-9.3449,-58.555,Tropical/Cerrado,Cerrado Savanna,274.6,5889.3,58.89,Moderate,1,1,1,VIIRS NOAA-20,Nominal,1721.6,112.12,183.05,100.45,32.236,31.6,10.9,11.6,SE,0.542,0,0,0,0,0.476,0
WF0003967,2014-08-14,2014,8,226,Winter,bra_pa,Para,Brazil,South America,-2.5102,-61.3219,Tropical,Rainforest,2850.1,41361.1,413.61,Extreme,3,0,1,VIIRS NOAA-20,High,18567.1,908.66,2145.93,1204.34,288.232,26.0,5.8,6.2,N,0.499,7,1,1,1557,0.476,0
WF0003968,2014-08-14,2014,8,226,Winter,bra_pa,Para,Brazil,South America,-5.5889,-51.5598,Tropical,Rainforest,2172.2,352905.3,3529.05,Extreme,1,1,1,MODIS Terra,High,148580.4,5258.87,9010.05,13272.65,2151.216,32.0,17.2,35.2,N,0.614,0,0,1,129,0.476,0
