athlete_id,name,gender,age_at_peak,country,noc_code,region,sport,sport_category,season,first_games_year,last_games_year,games_participated,gold_medals,silver_medals,bronze_medals,total_medals,world_record_holder,personal_best_rank_world,height_cm,weight_kg,bmi,training_hours_per_week,professional_athlete,doping_violation,most_recent_medal_2020plus
A003816,Léa Ali,Female,28,Lithuania,LTU,Europe,Pentathlon,Multi,Summer,2018,2018,1,0,0,0,0,0,88,170,55,19.0,24,1,0,0
A003817,Kwame Ali,Male,26,Turkey,TUR,Europe/Asia,Judo,Combat,Summer,2014,2014,1,0,0,1,1,0,129,179,81,25.3,26,0,0,0
A003818,Matteo García,Male,20,Croatia,CRO,Europe,Rowing,Rowing,Summer,2018,2022,1,2,0,0,2,0,209,181,78,23.8,24,1,0,1
A003819,Adaeze Volkov,Female,19,Colombia,COL,South America,Snowboard,Snowboard,Winter,2008,2012,1,0,1,0,1,0,21,158,76,30.4,27,0,0,0
A003820,Oliver Ferreira,Male,27,Russia,RUS,Europe,Rugby Sevens,Team Ball,Summer,1996,2000,2,0,0,1,1,0,283,187,76,21.7,24,1,0,0
A003821,Rafael Rossi,Male,26,Bahrain,BRN,Asia,Pentathlon,Multi,Summer,2012,2012,1,0,0,0,0,0,11,178,90,28.4,16,1,0,0
A003822,Wei Rossi,Female,33,Ethiopia,ETH,Africa,Volleyball,Team Ball,Summer,2006,2006,1,0,0,0,0,0,186,172,69,23.3,25,1,0,0
A003823,Takumi Osei,Male,25,Australia,AUS,Oceania,Water Polo,Aquatics,Summer,2020,2024,2,0,0,1,1,0,39,175,72,23.5,31,1,0,1
A003824,Leon Okonkwo,Male,27,Armenia,ARM,Europe/Asia,Equestrian,Other,Summer,1992,1992,1,0,0,0,0,0,120,181,59,18.0,15,1,1,0
A003825,Fatima Kumar,Female,32,Belarus,BLR,Europe,Hockey (Field),Team Ball,Summer,1992,1992,1,0,0,1,1,0,150,152,54,23.4,23,1,0,0
A003826,Hassan Ferreira,Male,27,Ukraine,UKR,Europe,Taekwondo,Combat,Summer,2010,2022,3,0,2,1,3,0,204,177,86,27.5,28,1,0,1
A003827,Pietro Müller,Male,33,Latvia,LAT,Europe,Equestrian,Other,Summer,2004,2008,2,0,0,2,2,0,10,176,97,31.3,43,1,0,0
A003828,Liam Adenike,Male,27,Morocco,MAR,Africa,Golf,Other,Summer,2012,2016,2,1,2,0,3,0,49,180,80,24.7,38,1,0,0
A003829,Sydney Ferreira,Female,21,South Korea,KOR,Asia,Diving,Aquatics,Summer,2010,2014,1,0,0,0,0,0,1,171,58,19.8,29,1,0,0
A003830,Omar Müller,Male,26,Finland,FIN,Europe,Handball,Team Ball,Summer,2004,2008,2,4,1,0,5,0,102,187,70,20.0,27,1,0,0
A003831,Jana Zhang,Female,24,Croatia,CRO,Europe,Breakdancing,Urban,Summer,2016,2016,1,0,1,0,1,0,40,170,88,30.4,48,1,0,0
A003832,Leon Shaikh,Male,26,Lithuania,LTU,Europe,Basketball,Team Ball,Summer,2012,2016,2,1,1,1,3,0,175,192,95,25.8,22,1,0,0
A003833,Jade Rossi,Female,23,Argentina,ARG,South America,Ski Jumping,Skiing,Winter,2010,2014,2,0,0,1,1,0,183,171,74,25.3,39,0,0,0
A003834,Erik Dubois,Male,25,Italy,ITA,Europe,Taekwondo,Combat,Summer,2020,2020,1,0,0,0,0,0,54,171,89,30.4,25,1,0,0
A003835,Léa Petrov,Female,24,Romania,ROU,Europe,Short Track,Skating,Winter,2022,2026,2,0,0,1,1,0,458,186,71,20.5,38,1,0,1
A003836,Omar Johnson,Male,25,Great Britain,GBR,Europe,Snowboard,Snowboard,Winter,2008,2008,1,0,0,0,0,0,301,182,83,25.1,33,1,0,0
A003837,Lukas Kumar,Male,19,Czech Republic,CZE,Europe,Pentathlon,Multi,Summer,2008,2008,1,0,0,1,1,0,58,186,77,22.3,26,1,0,0
A003838,Zara Smith,Female,16,Iran,IRI,Asia,Diving,Aquatics,Summer,2006,2006,1,1,1,0,2,0,3,166,64,23.2,27,1,0,0
A003839,Noah Kim,Male,27,Turkey,TUR,Europe/Asia,Archery,Target,Summer,2000,2004,2,1,0,0,1,0,83,168,76,26.9,13,0,0,0
A003840,Sipho Hansen,Male,27,Latvia,LAT,Europe,Basketball,Team Ball,Summer,2000,2008,3,2,0,0,2,0,182,208,114,26.3,38,1,0,0
A003841,Diego Ali,Male,26,Italy,ITA,Europe,Badminton,Racquet,Summer,2008,2012,2,0,0,0,0,0,232,177,73,23.3,37,0,0,0
A003842,Sydney Ferreira,Female,31,Austria,AUT,Europe,Hockey (Field),Team Ball,Summer,2010,2018,2,0,0,0,0,0,409,165,55,20.2,14,0,0,0
A003843,Fatima Petrov,Female,31,Italy,ITA,Europe,Diving,Aquatics,Summer,2008,2012,2,1,1,0,2,0,5,151,72,31.6,32,1,0,0
A003844,Hassan Lindqvist,Male,26,Mexico,MEX,North America,Athletics,Track & Field,Summer,1994,2002,2,2,1,0,3,0,87,196,71,18.5,13,1,0,0
A003845,Jakub Silva,Male,40,Indonesia,INA,Asia,Shooting,Shooting,Summer,2012,2024,4,2,2,3,7,0,459,172,68,23.0,27,1,0,1
A003846,Oliver Kim,Male,24,Czech Republic,CZE,Europe,Breakdancing,Urban,Summer,2012,2012,1,1,0,1,2,0,194,171,102,34.9,34,1,0,0
A003847,Megan Patel,Female,19,Dominican Republic,DOM,North America,Cycling,Cycling,Summer,2020,2020,1,0,0,0,0,0,110,172,57,19.3,37,0,0,0
A003848,Jana Smith,Female,25,Sweden,SWE,Europe,Biathlon Mixed Relay,Biathlon,Winter,1996,2004,2,0,1,0,1,0,86,176,68,22.0,28,1,0,0
A003849,Diego Weber,Male,31,Romania,ROU,Europe,Biathlon,Biathlon,Winter,1994,2002,3,1,1,2,4,0,11,184,87,25.7,29,1,0,0
A003850,Carlos Weber,Male,32,Jamaica,JAM,North America,Diving,Aquatics,Summer,2004,2004,1,0,0,0,0,0,1,190,65,18.0,21,1,0,0
A003851,Anita Lindqvist,Female,27,Uganda,UGA,Africa,Biathlon,Biathlon,Winter,2016,2020,1,0,0,1,1,0,153,162,71,27.1,10,1,0,1
A003852,Zara Ferreira,Female,20,Bahrain,BRN,Asia,Triathlon,Multi,Summer,2022,2026,1,1,0,1,2,0,31,167,60,21.5,25,1,0,1
A003853,Megan Dubois,Female,20,Turkey,TUR,Europe/Asia,Tennis,Racquet,Summer,2004,2008,2,1,1,0,2,0,38,160,76,29.7,28,1,0,0
A003854,Mia Osei,Female,30,Kenya,KEN,Africa,Weightlifting,Strength,Summer,2020,2024,2,1,2,1,4,0,38,152,86,37.2,33,1,0,1
A003855,Yuna Martínez,Female,31,New Zealand,NZL,Oceania,Sailing,Water,Summer,2022,2026,1,0,0,0,0,0,394,169,77,27.0,30,1,0,0
A003856,Elena Kim,Female,22,New Zealand,NZL,Oceania,Rowing,Rowing,Summer,2022,2026,1,0,0,0,0,0,47,168,65,23.0,28,0,0,0
A003857,Yuki Ngozi,Female,33,Indonesia,INA,Asia,Biathlon,Biathlon,Winter,2008,2012,1,0,0,1,1,0,17,174,48,15.9,26,0,0,0
A003858,Noa Yıldız,Male,31,Azerbaijan,AZE,Europe/Asia,Hockey (Field),Team Ball,Summer,1992,2000,3,0,0,1,1,0,210,185,75,21.9,26,1,0,0
A003859,Elias Smith,Male,27,Hungary,HUN,Europe,Water Polo,Aquatics,Summer,2008,2020,4,1,1,1,3,0,463,186,66,19.1,10,1,0,1
A003860,Leon Weber,Male,21,Italy,ITA,Europe,Hockey (Field),Team Ball,Summer,2002,2006,1,0,1,1,2,0,57,171,87,29.8,28,1,0,0
A003861,Jakub Dubois,Male,21,Lithuania,LTU,Europe,Wrestling,Combat,Summer,1994,2006,3,1,2,2,5,0,73,174,79,26.1,37,1,0,0
A003862,Chloe Lindqvist,Female,27,Latvia,LAT,Europe,Rugby Sevens,Team Ball,Summer,2002,2010,2,0,0,2,2,0,141,173,85,28.4,45,1,0,0
A003863,Pietro Hernández,Male,25,Poland,POL,Europe,Weightlifting,Strength,Summer,2020,2026,2,0,0,0,0,0,242,174,77,25.4,27,1,0,0
A003864,Mia Ngozi,Female,24,Philippines,PHI,Asia,Basketball,Team Ball,Summer,1992,1992,1,1,0,0,1,0,39,187,95,27.2,28,1,0,0
A003865,Yuki Müller,Female,30,Great Britain,GBR,Europe,Luge,Sliding,Winter,2020,2020,1,1,0,0,1,0,2,176,68,22.0,35,1,0,1
A003866,Pietro Patel,Male,31,Finland,FIN,Europe,Table Tennis,Racquet,Summer,2002,2010,2,2,2,0,4,1,334,176,73,23.6,20,1,0,0
A003867,Yuna Sørensen,Female,33,Slovenia,SLO,Europe,Diving,Aquatics,Summer,1992,2000,3,0,1,2,3,0,19,180,59,18.2,19,1,0,0
A003868,Théo Martínez,Male,33,Slovakia,SVK,Europe,Skateboarding,Urban,Summer,2000,2004,2,0,1,0,1,0,464,186,73,21.1,22,0,0,0
A003869,James Silva,Male,23,Netherlands,NED,Europe,Figure Skating,Skating,Winter,2016,2024,2,1,0,0,1,0,220,168,80,28.3,17,1,1,1
A003870,Wei Adenike,Female,31,Belarus,BLR,Europe,Water Polo,Aquatics,Summer,2018,2022,1,0,0,0,0,0,313,180,45,13.9,30,0,0,0
A003871,Elias Tran,Male,25,Kazakhstan,KAZ,Asia,Skateboarding,Urban,Summer,2006,2006,1,1,3,0,4,0,318,182,88,26.6,23,1,0,0
A003872,Anita Kumar,Female,21,Russia,RUS,Europe,Speed Skating,Skating,Winter,2008,2008,1,0,1,0,1,0,137,161,62,23.9,17,1,0,0
A003873,Pietro Dubois,Male,27,Brazil,BRA,South America,Breakdancing,Urban,Summer,2002,2002,1,0,0,1,1,0,448,176,80,25.8,40,1,0,0
A003874,Olivia Johnson,Female,27,Australia,AUS,Oceania,Athletics,Track & Field,Summer,1996,2004,3,3,2,3,8,0,26,183,64,19.1,36,1,0,0
A003875,Pietro Hernández,Male,28,Kenya,KEN,Africa,Pentathlon,Multi,Summer,2000,2000,1,0,0,0,0,0,112,186,72,20.8,24,1,0,0
A003876,Sydney Patel,Female,25,Estonia,EST,Europe,Water Polo,Aquatics,Summer,1998,2006,2,1,0,2,3,0,2,169,69,24.2,39,1,0,0
A003877,Zara Zhang,Female,35,Norway,NOR,Europe,Equestrian,Other,Summer,2014,2014,1,1,0,2,3,0,229,169,65,22.8,15,1,0,0
A003878,Leon Shaikh,Male,33,Estonia,EST,Europe,Curling,Ice Sports,Winter,2018,2022,2,0,1,0,1,0,147,176,76,24.5,37,1,0,1
A003879,Olivia Kumar,Female,29,Kenya,KEN,Africa,Luge,Sliding,Winter,1996,2000,1,0,0,0,0,0,499,173,56,18.7,33,1,0,0
A003880,Sipho Sørensen,Male,23,Thailand,THA,Asia,Table Tennis,Racquet,Summer,2008,2008,1,0,0,0,0,0,3,183,99,29.6,30,1,0,0
A003881,Anita Johnson,Female,25,Jamaica,JAM,North America,Wrestling,Combat,Summer,2022,2026,1,0,2,0,2,0,21,182,50,15.1,24,1,0,1
A003882,Valentina Kim,Female,37,Thailand,THA,Asia,Curling,Ice Sports,Winter,2020,2024,1,1,0,0,1,0,8,168,73,25.9,30,1,0,1
A003883,Noah Ferreira,Male,28,Turkey,TUR,Europe/Asia,Skeleton,Sliding,Winter,1998,1998,1,1,1,1,3,0,417,168,74,26.2,18,1,0,0
A003884,Yuki Volkov,Female,27,Austria,AUT,Europe,Cross-Country Skiing,Skiing,Winter,2018,2022,2,0,0,2,2,0,179,165,67,24.6,30,1,0,1
A003885,Wei Lindqvist,Male,24,Germany,GER,Europe,Archery,Target,Summer,2020,2024,2,0,2,2,4,0,310,170,84,29.1,20,1,0,1
A003886,Amina Johnson,Female,31,India,IND,Asia,Fencing,Combat,Summer,2010,2014,1,0,0,0,0,0,209,153,65,27.8,38,0,0,0
A003887,Matteo Björk,Male,17,Romania,ROU,Europe,Weightlifting,Strength,Summer,1994,1998,1,0,0,1,1,0,23,163,89,33.5,26,0,0,0
A003888,Marco Kim,Male,24,Ethiopia,ETH,Africa,Rugby Sevens,Team Ball,Summer,2000,2000,1,0,2,1,3,0,333,177,71,22.7,36,1,0,0
A003889,Matteo García,Male,21,Cuba,CUB,North America,Taekwondo,Combat,Summer,1996,2000,2,0,1,0,1,0,1,173,78,26.1,34,1,0,0
A003890,Kwame Patel,Male,26,Cuba,CUB,North America,Golf,Other,Summer,2020,2020,1,0,1,0,1,0,178,177,79,25.2,23,1,0,1
A003891,Carlos Petrov,Male,25,Kazakhstan,KAZ,Asia,Triathlon,Multi,Summer,2004,2012,3,1,2,1,4,0,2,184,73,21.6,29,1,0,0
A003892,Wei Ngozi,Female,30,Iran,IRI,Asia,Volleyball,Team Ball,Summer,2016,2016,1,0,0,0,0,0,65,174,61,20.1,32,1,0,0
A003893,Valentina Martínez,Female,35,Belgium,BEL,Europe,Shooting,Shooting,Summer,2010,2018,2,0,0,1,1,0,219,174,55,18.2,36,1,0,0
A003894,Sydney Johnson,Female,34,Mongolia,MGL,Asia,Diving,Aquatics,Summer,1996,1996,1,0,0,0,0,0,444,175,73,23.8,31,1,0,0
A003895,Jade Johnson,Female,24,Czech Republic,CZE,Europe,Skeleton,Sliding,Winter,2012,2020,2,0,0,2,2,0,179,156,51,21.0,24,1,0,1
A003896,Elias Adenike,Male,27,Uzbekistan,UZB,Asia,Ice Hockey,Ice Sports,Winter,2004,2008,1,0,1,0,1,0,321,174,75,24.8,26,1,0,0
A003897,Arjun Hansen,Male,32,Iran,IRI,Asia,Cross-Country Skiing,Skiing,Winter,2000,2000,1,0,0,1,1,0,47,180,92,28.4,20,0,0,0
A003898,Hugo Okonkwo,Male,23,Lithuania,LTU,Europe,Fencing,Combat,Summer,2022,2022,1,0,0,0,0,0,202,158,81,32.4,32,1,0,0
A003899,Omar Hernández,Male,20,Hungary,HUN,Europe,Biathlon,Biathlon,Winter,2018,2026,3,1,0,1,2,0,116,180,88,27.2,19,1,0,1
A003900,Valentina Lindqvist,Female,22,Philippines,PHI,Asia,Swimming,Aquatics,Summer,1992,1996,2,0,1,1,2,0,487,176,72,23.2,25,1,0,0
A003901,Takumi Tran,Male,21,Netherlands,NED,Europe,Surfing,Other,Summer,2012,2012,1,0,0,1,1,0,27,174,72,23.8,28,1,0,0
A003902,Sven Martínez,Male,32,China,CHN,Asia,Handball,Team Ball,Summer,2010,2014,1,1,0,1,2,0,175,161,72,27.8,20,1,0,0
A003903,Jana Björk,Female,31,Slovenia,SLO,Europe,Biathlon,Biathlon,Winter,2010,2022,4,1,1,1,3,0,48,173,77,25.7,23,1,0,1
A003904,Sipho Martínez,Male,29,Hungary,HUN,Europe,Triathlon,Multi,Summer,1996,2004,3,1,1,0,2,0,12,185,56,16.4,24,1,0,0
A003905,Astrid Petrov,Female,20,Denmark,DEN,Europe,Sailing,Water,Summer,1996,1996,1,0,0,0,0,0,1,174,68,22.5,44,1,0,0
A003906,James Hernández,Male,24,Cuba,CUB,North America,Sport Climbing,Urban,Summer,2010,2010,1,0,1,0,1,0,261,186,84,24.3,29,1,0,0
A003907,Nia Müller,Female,22,Italy,ITA,Europe,Hockey (Field),Team Ball,Summer,2012,2024,4,0,0,1,1,0,286,162,65,24.8,39,0,0,1
A003908,Erik Lindqvist,Male,24,Norway,NOR,Europe,Sport Climbing,Urban,Summer,2014,2018,1,0,0,0,0,0,109,176,68,22.0,44,1,0,0
A003909,Jade Smith,Female,27,Indonesia,INA,Asia,Breakdancing,Urban,Summer,2004,2016,4,1,2,0,3,0,489,167,67,24.0,27,1,0,0
A003910,Wei Rossi,Male,26,Japan,JPN,Asia,Archery,Target,Summer,1992,2004,4,2,4,1,7,0,5,164,70,26.0,24,1,0,0
A003911,Noa Smith,Male,29,India,IND,Asia,Rowing,Rowing,Summer,2020,2026,2,0,0,0,0,0,360,184,72,21.3,34,0,0,0
A003912,Anita Lindqvist,Female,28,Indonesia,INA,Asia,Boxing,Combat,Summer,2022,2026,1,1,3,0,4,0,257,164,48,17.8,33,1,0,1
A003913,Sophia Nakamura,Female,25,Greece,GRE,Europe,Football/Soccer,Team Ball,Summer,1994,1998,1,0,0,0,0,0,197,163,66,24.8,22,1,0,0
A003914,Carlos Smith,Male,31,Thailand,THA,Asia,Biathlon,Biathlon,Winter,1992,1996,1,0,0,0,0,0,77,171,69,23.6,42,1,0,0
A003915,Megan Dubois,Female,28,Italy,ITA,Europe,Freestyle Skiing,Skiing,Winter,2012,2012,1,0,0,2,2,0,152,167,60,21.5,27,1,0,0
A003916,Emma Kumar,Female,23,China,CHN,Asia,Biathlon Mixed Relay,Biathlon,Winter,2016,2016,1,1,0,0,1,0,313,162,49,18.7,28,1,0,0
A003917,Sipho Ngozi,Male,29,Uganda,UGA,Africa,Wrestling,Combat,Summer,2022,2026,1,0,0,1,1,0,5,177,73,23.3,22,0,0,1
A003918,James Tran,Male,28,New Zealand,NZL,Oceania,Surfing,Other,Summer,2018,2018,1,0,0,1,1,0,1,177,74,23.6,35,0,0,0
A003919,Léa Kumar,Female,22,Azerbaijan,AZE,Europe/Asia,Speed Skating,Skating,Winter,2020,2020,1,2,1,0,3,0,286,154,90,37.9,27,1,0,1
A003920,Yuna Weber,Female,28,Belgium,BEL,Europe,Nordic Combined,Skiing,Winter,2000,2004,1,0,0,0,0,0,113,169,69,24.2,19,0,0,0
A003921,Kai Hansen,Male,25,Kazakhstan,KAZ,Asia,Taekwondo,Combat,Summer,2012,2016,2,1,0,2,3,0,76,184,67,19.8,26,1,0,0
A003922,Noah Hernández,Male,24,Finland,FIN,Europe,Skateboarding,Urban,Summer,2008,2012,2,1,0,1,2,0,55,164,80,29.7,13,1,0,0
A003923,Matteo Dubois,Male,30,Kenya,KEN,Africa,Basketball,Team Ball,Summer,2006,2018,3,2,1,1,4,0,128,198,94,24.0,30,1,0,0
A003924,Anita Weber,Female,18,Poland,POL,Europe,Cross-Country Skiing,Skiing,Winter,2002,2006,2,0,1,3,4,0,87,163,71,26.7,27,1,0,0
A003925,Leon Dubois,Male,30,Sweden,SWE,Europe,Sailing,Water,Summer,2022,2026,1,0,1,1,2,0,247,176,69,22.3,26,1,0,1
A003926,Noa Hansen,Male,34,France,FRA,Europe,Handball,Team Ball,Summer,1998,2002,1,3,0,0,3,0,13,167,82,29.4,20,1,0,0
A003927,Hana Zhang,Female,20,Czech Republic,CZE,Europe,Surfing,Other,Summer,2016,2024,3,0,0,1,1,0,4,167,66,23.7,30,1,0,1
A003928,James Okonkwo,Male,29,Mongolia,MGL,Asia,Ice Hockey,Ice Sports,Winter,2020,2020,1,0,0,0,0,0,37,189,75,21.0,44,1,0,0
A003929,Diego Kumar,Male,29,Czech Republic,CZE,Europe,Sailing,Water,Summer,2022,2026,1,0,0,0,0,0,53,188,76,21.5,26,1,0,0
A003930,Sophia Adenike,Female,20,Mexico,MEX,North America,Figure Skating,Skating,Winter,2022,2026,2,0,1,2,3,1,174,176,52,16.8,30,1,0,1
A003931,Sasha Adenike,Female,19,Mongolia,MGL,Asia,Short Track,Skating,Winter,1996,1996,1,0,0,0,0,0,135,177,70,22.3,26,0,0,0
A003932,Sasha Nakamura,Female,19,Romania,ROU,Europe,Golf,Other,Summer,2018,2026,2,1,0,0,1,0,86,162,63,24.0,25,1,1,1
A003933,Astrid Ali,Female,27,Mexico,MEX,North America,Swimming,Aquatics,Summer,2016,2016,1,1,0,0,1,0,411,182,58,17.5,35,0,0,0
A003934,Jakub Kim,Male,23,India,IND,Asia,Biathlon Mixed Relay,Biathlon,Winter,2014,2014,1,0,1,0,1,0,110,168,75,26.6,23,0,0,0
A003935,Hana Weber,Female,37,Switzerland,SUI,Europe,Equestrian,Other,Summer,1996,2000,2,2,1,0,3,0,43,159,84,33.2,28,1,0,0
A003936,Fernanda Shaikh,Female,28,Colombia,COL,South America,Diving,Aquatics,Summer,2002,2014,3,0,1,1,2,0,15,160,87,34.0,26,1,0,0
A003937,Megan Dubois,Female,40,Czech Republic,CZE,Europe,Equestrian,Other,Summer,1998,2002,1,0,0,0,0,0,4,169,69,24.2,46,0,0,0
A003938,Astrid Okonkwo,Female,26,Australia,AUS,Oceania,Pentathlon,Multi,Summer,2008,2012,2,0,0,1,1,0,13,160,54,21.1,37,1,1,0
A003939,Amina Lindqvist,Female,26,Italy,ITA,Europe,Skateboarding,Urban,Summer,1992,1996,2,0,1,0,1,0,18,158,76,30.4,35,1,0,0
A003940,Erik Kumar,Male,29,China,CHN,Asia,Football/Soccer,Team Ball,Summer,2006,2006,1,0,0,0,0,0,132,183,61,18.2,31,1,0,0
A003941,James Zhang,Male,23,North Korea,PRK,Asia,Speed Skating,Skating,Winter,2022,2026,2,0,0,0,0,0,388,176,71,22.9,32,1,0,0
A003942,Liam Johnson,Male,29,Belarus,BLR,Europe,Skateboarding,Urban,Summer,2010,2018,2,1,1,0,2,0,145,176,97,31.3,30,1,0,0
A003943,Sven Kumar,Male,21,Belarus,BLR,Europe,Taekwondo,Combat,Summer,2004,2004,1,0,0,0,0,0,299,187,75,21.4,27,1,0,0
A003944,James Shaikh,Male,30,Germany,GER,Europe,Biathlon,Biathlon,Winter,2020,2024,1,0,1,0,1,0,169,184,93,27.5,27,1,0,1
A003945,Noah García,Male,26,Belarus,BLR,Europe,Handball,Team Ball,Summer,2008,2016,3,3,3,2,8,0,264,181,70,21.4,25,1,0,0
A003946,Amara Müller,Male,25,United States,USA,North America,Sailing,Water,Summer,2018,2022,1,0,0,0,0,0,4,176,74,23.9,24,1,0,0
A003947,Pietro Nakamura,Male,18,France,FRA,Europe,Triathlon,Multi,Summer,2010,2022,3,0,1,0,1,0,79,194,75,19.9,50,1,0,1
A003948,Sophia Martínez,Female,27,Canada,CAN,North America,Hockey (Field),Team Ball,Summer,2022,2026,1,0,0,0,0,0,362,170,67,23.2,27,1,0,0
A003949,Megan Zhang,Female,26,Argentina,ARG,South America,Pentathlon,Multi,Summer,2012,2012,1,1,1,0,2,0,77,161,57,22.0,40,1,0,0
A003950,Yuna Adenike,Female,29,United States,USA,North America,Luge,Sliding,Winter,2002,2006,2,0,1,1,2,0,90,177,72,23.0,36,1,0,0
A003951,Mia Rossi,Female,25,Romania,ROU,Europe,Speed Skating,Skating,Winter,2004,2004,1,1,0,0,1,0,10,165,72,26.4,20,1,0,0
A003952,Fernanda Tran,Female,26,Germany,GER,Europe,Sailing,Water,Summer,2000,2000,1,0,1,0,1,0,39,167,67,24.0,32,1,0,0
A003953,Adaeze Silva,Female,20,Switzerland,SUI,Europe,Fencing,Combat,Summer,2006,2014,2,0,1,1,2,0,72,167,56,20.1,24,1,0,0
A003954,Valentina Müller,Female,24,Norway,NOR,Europe,Sailing,Water,Summer,1992,1996,2,1,0,0,1,0,422,165,64,23.5,31,1,0,0
A003955,Sophia Ngozi,Female,23,Italy,ITA,Europe,Boxing,Combat,Summer,2006,2006,1,0,1,0,1,0,106,158,69,27.6,19,1,0,0
A003956,Chloe García,Female,34,Philippines,PHI,Asia,Water Polo,Aquatics,Summer,2020,2024,2,0,0,1,1,0,206,177,60,19.2,23,0,0,1
A003957,Wei Johnson,Male,31,Bahrain,BRN,Asia,Swimming,Aquatics,Summer,2008,2008,1,0,0,0,0,0,61,180,62,19.1,36,0,0,0
A003958,Jade Martínez,Female,21,Iran,IRI,Asia,Breakdancing,Urban,Summer,2006,2010,1,0,0,0,0,0,29,156,80,32.9,25,1,0,0
A003959,Sipho Zhang,Male,29,Brazil,BRA,South America,Biathlon,Biathlon,Winter,1998,2002,2,0,0,0,0,0,165,185,70,20.5,25,0,0,0
A003960,Elena Volkov,Female,36,New Zealand,NZL,Oceania,Shooting,Shooting,Summer,2006,2006,1,0,0,0,0,0,479,160,63,24.6,23,0,0,0
A003961,Yuki Müller,Male,29,Thailand,THA,Asia,Freestyle Skiing,Skiing,Winter,2004,2008,1,0,0,1,1,0,390,176,82,26.5,20,0,0,0
A003962,Alinta Björk,Female,26,Czech Republic,CZE,Europe,Hockey (Field),Team Ball,Summer,2018,2026,2,0,0,2,2,0,148,167,51,18.3,23,1,0,1
A003963,Ingrid Dubois,Female,32,Ethiopia,ETH,Africa,Ski Jumping,Skiing,Winter,2020,2026,2,0,0,0,0,0,134,163,73,27.5,30,0,0,0
A003964,Diego Björk,Male,26,Lithuania,LTU,Europe,Ice Hockey,Ice Sports,Winter,2014,2014,1,2,0,0,2,0,369,185,83,24.3,23,1,0,0
A003965,Emma Kumar,Female,28,Italy,ITA,Europe,Athletics,Track & Field,Summer,2006,2014,2,0,0,0,0,0,159,170,57,19.7,30,0,0,0
A003966,Alinta Shaikh,Female,25,Denmark,DEN,Europe,Football/Soccer,Team Ball,Summer,2000,2004,2,0,1,1,2,0,189,163,66,24.8,18,1,0,0
A003967,Arjun Rossi,Male,32,Armenia,ARM,Europe/Asia,Cycling,Cycling,Summer,2006,2006,1,2,2,0,4,1,2,188,49,13.9,38,1,0,0
A003968,Liam García,Male,27,Finland,FIN,Europe,Snowboard,Snowboard,Winter,2022,2026,2,1,0,0,1,0,350,186,81,23.4,14,0,0,1
A003969,Kai Björk,Male,23,Estonia,EST,Europe,Boxing,Combat,Summer,2000,2000,1,0,1,0,1,0,4,169,66,23.1,29,1,0,0
A003970,Amara García,Male,27,Mongolia,MGL,Asia,Surfing,Other,Summer,2010,2010,1,0,0,0,0,0,412,181,80,24.4,27,1,0,0
A003971,Nia Sørensen,Female,21,Russia,RUS,Europe,Table Tennis,Racquet,Summer,2008,2012,2,0,0,1,1,0,153,160,62,24.2,25,1,0,0
A003972,Sasha Johnson,Female,29,Spain,ESP,Europe,Table Tennis,Racquet,Summer,2010,2018,2,1,4,0,5,0,483,172,80,27.0,37,1,0,0
A003973,Diego Johnson,Male,24,Kenya,KEN,Africa,Golf,Other,Summer,2018,2018,1,0,0,0,0,0,2,178,81,25.6,17,1,0,0
A003974,Théo Patel,Male,28,Italy,ITA,Europe,Biathlon Mixed Relay,Biathlon,Winter,2022,2026,2,1,0,0,1,0,197,169,77,27.0,41,0,0,1
A003975,Jana Ngozi,Female,30,Denmark,DEN,Europe,Taekwondo,Combat,Summer,2012,2016,2,2,1,2,5,0,8,159,79,31.2,27,1,0,0
A003976,Pietro Hansen,Male,27,Spain,ESP,Europe,Biathlon Mixed Relay,Biathlon,Winter,2020,2020,1,0,0,1,1,0,415,189,82,23.0,25,1,0,1
A003977,Omar Ngozi,Male,31,Mongolia,MGL,Asia,Fencing,Combat,Summer,1992,1992,1,2,2,0,4,0,313,175,66,21.6,31,1,0,0
A003978,Hassan Kumar,Male,27,Azerbaijan,AZE,Europe/Asia,Canoe/Kayak,Water,Summer,2010,2014,1,1,0,1,2,0,98,187,72,20.6,17,1,0,0
A003979,Takumi Yıldız,Male,23,North Korea,PRK,Asia,Skeleton,Sliding,Winter,2000,2000,1,2,0,0,2,0,4,178,76,24.0,38,1,0,0
A003980,Ingrid Shaikh,Female,24,China,CHN,Asia,Skateboarding,Urban,Summer,1996,1996,1,0,0,0,0,0,6,162,48,18.3,33,1,0,0
A003981,Adrian Martínez,Male,31,Colombia,COL,South America,Swimming,Aquatics,Summer,2004,2004,1,1,0,0,1,0,322,180,75,23.1,20,1,0,0
A003982,Nia Silva,Female,32,United States,USA,North America,Basketball,Team Ball,Summer,1998,2002,1,0,0,0,0,0,72,183,86,25.7,31,1,0,0
A003983,Sophia Ferreira,Female,27,Canada,CAN,North America,Fencing,Combat,Summer,2006,2006,1,1,0,0,1,0,230,171,69,23.6,23,0,0,0
A003984,Diego Smith,Male,23,Great Britain,GBR,Europe,Archery,Target,Summer,2010,2014,1,0,0,0,0,0,94,170,76,26.3,15,1,0,0
A003985,Yuna Patel,Female,31,Finland,FIN,Europe,Surfing,Other,Summer,2022,2026,1,0,1,0,1,0,435,163,58,21.8,34,0,0,1
