race_id,season,circuit_id,lap_number,driver,lap_time_s,sector1_s,sector2_s,sector3_s,tyre_compound,tyre_age_laps,drs_active,speed_trap_kmh,is_pit_lap
R00317,2025,cota,56,Lando Norris,83.407,23.369,31.604,28.434,Soft,6,1,320.5,0
R00286,2024,silverstone,1,Charles Leclerc,75.347,21.169,28.65,25.528,Medium,1,0,315.1,0
R00286,2024,silverstone,6,Charles Leclerc,75.609,21.167,28.721,25.721,Medium,6,1,320.3,0
R00286,2024,silverstone,11,Charles Leclerc,76.069,21.29,28.857,25.922,Medium,11,1,333.0,0
R00286,2024,silverstone,16,Charles Leclerc,76.778,21.611,29.156,26.011,Medium,16,1,337.2,0
R00286,2024,silverstone,21,Charles Leclerc,77.353,21.59,29.305,26.458,Hard,21,1,335.1,0
R00286,2024,silverstone,26,Charles Leclerc,74.992,21.052,28.513,25.427,Hard,1,1,351.9,0
R00286,2024,silverstone,31,Charles Leclerc,75.446,21.19,28.696,25.56,Hard,6,1,335.9,0
R00286,2024,silverstone,36,Charles Leclerc,76.24,21.263,28.996,25.981,Hard,11,1,320.2,0
R00286,2024,silverstone,41,Charles Leclerc,76.89,21.479,29.217,26.194,Hard,16,1,324.8,0
R00286,2024,silverstone,46,Charles Leclerc,77.234,21.684,29.366,26.184,Hard,21,1,313.7,0
R00286,2024,silverstone,51,Charles Leclerc,75.254,21.076,28.565,25.613,Hard,1,1,332.6,0
R00016,2010,bahrain,1,Lando Norris,77.305,21.675,29.352,26.278,Soft,1,0,356.1,0
R00016,2010,bahrain,6,Lando Norris,77.99,21.863,29.577,26.55,Soft,6,1,329.0,0
R00016,2010,bahrain,11,Lando Norris,78.432,22.004,29.825,26.603,Soft,11,1,329.1,0
R00016,2010,bahrain,16,Lando Norris,79.225,22.144,30.134,26.947,Soft,16,1,339.1,0
R00016,2010,bahrain,21,Lando Norris,79.84,22.298,30.399,27.143,Soft,21,1,328.4,0
R00016,2010,bahrain,26,Lando Norris,77.319,21.583,29.29,26.446,Medium,1,1,322.2,0
R00016,2010,bahrain,31,Lando Norris,77.798,21.728,29.653,26.417,Medium,6,1,309.8,0
R00016,2010,bahrain,36,Lando Norris,78.719,21.96,29.839,26.92,Medium,11,1,353.1,0
R00016,2010,bahrain,41,Lando Norris,79.053,21.996,30.012,27.045,Medium,16,1,345.0,0
R00016,2010,bahrain,46,Lando Norris,79.866,22.364,30.251,27.251,Medium,21,1,353.3,0
R00016,2010,bahrain,51,Lando Norris,77.537,21.641,29.57,26.326,Medium,1,1,338.5,0
R00016,2010,bahrain,56,Lando Norris,77.943,21.831,29.601,26.511,Medium,6,1,325.0,0
R00182,2019,qatar,1,Lewis Hamilton,72.736,20.278,27.629,24.829,Soft,1,0,316.7,0
R00182,2019,qatar,6,Lewis Hamilton,73.178,20.382,27.857,24.939,Soft,6,1,328.3,0
R00182,2019,qatar,11,Lewis Hamilton,73.587,20.616,27.908,25.063,Soft,11,1,341.3,0
R00182,2019,qatar,16,Lewis Hamilton,74.413,20.785,28.283,25.345,Soft,16,1,334.2,0
R00182,2019,qatar,21,Lewis Hamilton,74.915,20.997,28.439,25.479,Soft,21,1,336.1,0
R00182,2019,qatar,26,Lewis Hamilton,72.727,20.361,27.7,24.666,Medium,1,1,329.6,0
R00182,2019,qatar,31,Lewis Hamilton,73.079,20.475,27.792,24.812,Medium,6,1,343.8,0
R00182,2019,qatar,36,Lewis Hamilton,73.827,20.739,28.079,25.009,Medium,11,1,301.2,0
R00182,2019,qatar,41,Lewis Hamilton,74.175,20.686,28.203,25.286,Medium,16,1,304.6,0
R00182,2019,qatar,46,Lewis Hamilton,74.848,20.879,28.453,25.516,Medium,21,1,336.9,0
R00182,2019,qatar,51,Lewis Hamilton,72.804,20.405,27.672,24.727,Medium,1,1,309.7,0
R00182,2019,qatar,56,Lewis Hamilton,73.002,20.515,27.783,24.704,Medium,6,1,324.8,0
R00055,2013,bahrain,1,Max Verstappen,87.326,24.391,33.214,29.721,Medium,1,0,350.4,0
R00055,2013,bahrain,6,Max Verstappen,87.766,24.695,33.368,29.703,Medium,6,1,330.1,0
R00055,2013,bahrain,11,Max Verstappen,88.444,24.713,33.597,30.134,Medium,11,1,340.0,0
R00055,2013,bahrain,16,Max Verstappen,89.346,24.991,33.925,30.43,Medium,16,1,325.7,0
R00055,2013,bahrain,21,Max Verstappen,90.022,25.226,34.132,30.664,Medium,21,1,331.7,0
R00055,2013,bahrain,26,Max Verstappen,87.427,24.398,33.276,29.753,Hard,1,1,343.9,0
R00055,2013,bahrain,31,Max Verstappen,87.77,24.607,33.419,29.744,Hard,6,1,338.0,0
R00055,2013,bahrain,36,Max Verstappen,88.752,24.858,33.717,30.177,Hard,11,1,334.4,0
R00055,2013,bahrain,41,Max Verstappen,89.354,25.035,33.973,30.346,Hard,16,1,323.2,0
R00055,2013,bahrain,46,Max Verstappen,89.738,25.099,34.144,30.495,Hard,21,1,342.3,0
R00055,2013,bahrain,51,Max Verstappen,87.277,24.452,33.17,29.655,Hard,1,1,340.1,0
R00055,2013,bahrain,56,Max Verstappen,88.031,24.708,33.476,29.847,Hard,6,1,311.6,0
R00089,2014,brazil,1,Lewis Hamilton,89.129,24.971,33.795,30.363,Intermediate,1,0,339.5,0
R00089,2014,brazil,6,Lewis Hamilton,89.791,25.102,34.101,30.588,Intermediate,6,0,336.8,0
R00089,2014,brazil,11,Lewis Hamilton,90.838,25.515,34.487,30.836,Intermediate,11,0,326.2,0
R00089,2014,brazil,16,Lewis Hamilton,91.5,25.722,34.802,30.976,Intermediate,16,0,321.9,0
R00089,2014,brazil,21,Lewis Hamilton,91.545,25.659,34.847,31.039,Intermediate,21,0,343.1,0
R00089,2014,brazil,26,Lewis Hamilton,89.293,24.943,33.989,30.361,Intermediate,1,0,334.4,0
R00089,2014,brazil,31,Lewis Hamilton,90.143,25.22,34.194,30.729,Hard,6,0,343.5,0
R00089,2014,brazil,36,Lewis Hamilton,90.703,25.366,34.457,30.88,Hard,11,0,299.3,0
R00089,2014,brazil,41,Lewis Hamilton,91.317,25.545,34.649,31.123,Hard,16,0,330.5,0
R00089,2014,brazil,46,Lewis Hamilton,91.721,25.663,34.802,31.256,Hard,21,0,329.6,1
R00089,2014,brazil,51,Lewis Hamilton,89.112,24.843,33.833,30.436,Hard,1,0,330.7,0
R00089,2014,brazil,56,Lewis Hamilton,89.774,25.06,34.136,30.578,Hard,6,0,325.2,0
R00089,2014,brazil,61,Lewis Hamilton,90.73,25.451,34.51,30.769,Hard,11,0,334.8,0
R00089,2014,brazil,66,Lewis Hamilton,91.166,25.479,34.695,30.992,Hard,16,0,325.2,0
R00089,2014,brazil,71,Lewis Hamilton,92.323,25.906,35.091,31.326,Hard,21,0,317.6,0
R00020,2011,bahrain,1,Max Verstappen,86.493,24.196,32.814,29.483,Soft,1,0,342.8,0
R00020,2011,bahrain,6,Max Verstappen,87.001,24.439,33.09,29.472,Soft,6,1,332.9,0
R00020,2011,bahrain,11,Max Verstappen,87.607,24.497,33.367,29.743,Soft,11,1,326.8,0
R00020,2011,bahrain,16,Max Verstappen,88.586,24.833,33.724,30.029,Soft,16,1,328.2,0
R00020,2011,bahrain,21,Max Verstappen,89.091,24.946,33.886,30.259,Soft,21,1,330.0,0
R00020,2011,bahrain,26,Max Verstappen,86.091,24.074,32.674,29.343,Medium,1,1,343.0,0
R00020,2011,bahrain,31,Max Verstappen,87.116,24.411,33.109,29.596,Medium,6,1,330.1,0
R00020,2011,bahrain,36,Max Verstappen,87.65,24.543,33.324,29.783,Medium,11,1,318.2,0
R00020,2011,bahrain,41,Max Verstappen,88.705,24.777,33.754,30.174,Medium,16,1,329.6,0
R00020,2011,bahrain,46,Max Verstappen,88.939,24.954,33.805,30.18,Medium,21,1,353.1,0
R00020,2011,bahrain,51,Max Verstappen,86.444,24.184,32.771,29.489,Medium,1,1,343.7,0
R00020,2011,bahrain,56,Max Verstappen,86.661,24.206,32.925,29.53,Medium,6,1,329.8,0
R00192,2020,miami,1,Yuki Tsunoda,76.612,21.488,29.083,26.041,Hard,1,0,339.7,0
R00192,2020,miami,6,Yuki Tsunoda,76.99,21.533,29.258,26.199,Hard,6,1,349.5,0
R00192,2020,miami,11,Yuki Tsunoda,77.297,21.677,29.395,26.225,Hard,11,1,333.8,0
R00192,2020,miami,16,Yuki Tsunoda,78.156,21.861,29.643,26.652,Hard,16,1,328.1,0
R00192,2020,miami,21,Yuki Tsunoda,78.554,21.971,29.76,26.823,Hard,21,1,317.3,0
R00192,2020,miami,26,Yuki Tsunoda,76.327,21.407,29.013,25.907,Medium,1,1,331.6,0
R00192,2020,miami,31,Yuki Tsunoda,76.918,21.587,29.252,26.079,Medium,6,1,312.7,0
R00192,2020,miami,36,Yuki Tsunoda,77.422,21.604,29.336,26.482,Medium,11,1,339.8,0
R00192,2020,miami,41,Yuki Tsunoda,77.965,21.821,29.614,26.53,Medium,16,1,328.7,0
R00192,2020,miami,46,Yuki Tsunoda,78.471,22.073,29.812,26.586,Medium,21,1,340.4,0
R00192,2020,miami,51,Yuki Tsunoda,76.398,21.402,29.078,25.918,Medium,1,1,337.8,0
R00192,2020,miami,56,Yuki Tsunoda,76.815,21.555,29.111,26.149,Medium,6,1,330.1,0
R00101,2015,hungary,1,Lewis Hamilton,86.384,24.246,32.897,29.241,Intermediate,1,0,325.6,0
R00101,2015,hungary,6,Lewis Hamilton,86.91,24.274,33.076,29.56,Intermediate,6,0,339.2,0
R00101,2015,hungary,11,Lewis Hamilton,87.443,24.525,33.128,29.79,Intermediate,11,0,333.0,0
R00101,2015,hungary,16,Lewis Hamilton,88.182,24.69,33.468,30.024,Intermediate,16,0,330.9,0
R00101,2015,hungary,21,Lewis Hamilton,88.804,24.83,33.663,30.311,Intermediate,21,0,326.7,0
R00101,2015,hungary,26,Lewis Hamilton,86.348,24.126,32.813,29.409,Intermediate,1,0,325.6,0
R00101,2015,hungary,31,Lewis Hamilton,87.255,24.445,33.13,29.68,Hard,6,0,330.3,0
R00101,2015,hungary,36,Lewis Hamilton,87.704,24.54,33.366,29.798,Hard,11,0,318.8,0
R00101,2015,hungary,41,Lewis Hamilton,88.325,24.817,33.643,29.865,Hard,16,0,323.0,0
R00101,2015,hungary,46,Lewis Hamilton,88.819,24.82,33.781,30.218,Hard,21,0,335.2,0
R00101,2015,hungary,51,Lewis Hamilton,86.643,24.256,33.023,29.364,Hard,1,0,351.4,0
R00101,2015,hungary,56,Lewis Hamilton,87.028,24.364,33.159,29.505,Hard,6,0,319.6,0
R00101,2015,hungary,61,Lewis Hamilton,87.868,24.537,33.39,29.941,Hard,11,0,327.0,0
R00101,2015,hungary,66,Lewis Hamilton,88.631,24.807,33.658,30.166,Hard,16,0,351.0,0
R00042,2012,monaco,1,Esteban Ocon,74.954,20.971,28.454,25.529,Intermediate,1,0,331.7,0
R00042,2012,monaco,6,Esteban Ocon,75.685,21.115,28.8,25.77,Intermediate,6,0,314.9,0
R00042,2012,monaco,11,Esteban Ocon,75.913,21.341,28.872,25.7,Intermediate,11,0,327.7,0
R00042,2012,monaco,16,Esteban Ocon,76.95,21.587,29.226,26.137,Intermediate,16,0,328.7,0
R00042,2012,monaco,21,Esteban Ocon,77.256,21.625,29.361,26.27,Intermediate,21,0,358.3,0
R00042,2012,monaco,26,Esteban Ocon,74.652,20.919,28.453,25.28,Intermediate,1,0,325.8,0
R00042,2012,monaco,31,Esteban Ocon,75.399,21.069,28.645,25.685,Intermediate,6,0,325.1,0
R00042,2012,monaco,36,Esteban Ocon,76.032,21.274,28.893,25.865,Intermediate,11,0,313.6,0
R00042,2012,monaco,41,Esteban Ocon,76.73,21.511,29.127,26.092,Intermediate,16,0,340.3,0
R00042,2012,monaco,46,Esteban Ocon,77.204,21.601,29.369,26.234,Intermediate,21,0,331.9,0
R00042,2012,monaco,51,Esteban Ocon,75.137,21.046,28.512,25.579,Intermediate,1,0,328.1,0
R00042,2012,monaco,56,Esteban Ocon,75.486,21.2,28.694,25.592,Intermediate,6,0,308.3,0
R00042,2012,monaco,61,Esteban Ocon,76.334,21.34,28.972,26.022,Intermediate,11,0,325.1,0
R00042,2012,monaco,66,Esteban Ocon,76.599,21.445,29.068,26.086,Intermediate,16,0,325.6,0
R00042,2012,monaco,71,Esteban Ocon,77.262,21.735,29.392,26.135,Intermediate,21,0,327.9,0
R00042,2012,monaco,76,Esteban Ocon,75.007,20.9,28.566,25.541,Intermediate,1,0,315.4,0
R00196,2020,austria,1,Lewis Hamilton,70.894,19.811,26.956,24.127,Medium,1,0,317.3,0
R00196,2020,austria,6,Lewis Hamilton,71.699,19.995,27.275,24.429,Medium,6,1,333.7,0
R00196,2020,austria,11,Lewis Hamilton,72.119,20.175,27.32,24.624,Medium,11,1,317.6,0
R00196,2020,austria,16,Lewis Hamilton,72.345,20.279,27.473,24.593,Medium,16,1,340.8,0
R00196,2020,austria,21,Lewis Hamilton,72.882,20.328,27.666,24.888,Medium,21,1,332.0,0
R00196,2020,austria,26,Lewis Hamilton,70.885,19.849,26.901,24.135,Medium,1,1,346.8,0
R00196,2020,austria,31,Lewis Hamilton,71.475,19.975,27.189,24.311,Medium,6,1,342.8,0
R00196,2020,austria,36,Lewis Hamilton,72.03,20.167,27.345,24.518,Medium,11,1,310.9,0
R00196,2020,austria,41,Lewis Hamilton,72.331,20.257,27.494,24.58,Medium,16,1,310.2,0
R00196,2020,austria,46,Lewis Hamilton,73.31,20.433,27.875,25.002,Medium,21,1,321.0,1
R00196,2020,austria,51,Lewis Hamilton,70.732,19.939,26.853,23.94,Medium,1,1,331.4,0
R00196,2020,austria,56,Lewis Hamilton,71.367,20.003,27.159,24.205,Medium,6,1,325.9,0
R00196,2020,austria,61,Lewis Hamilton,72.046,20.13,27.432,24.484,Medium,11,1,329.6,0
R00196,2020,austria,66,Lewis Hamilton,72.416,20.26,27.532,24.624,Medium,16,1,338.9,0
R00196,2020,austria,71,Lewis Hamilton,73.054,20.467,27.879,24.708,Medium,21,1,328.9,0
R00052,2012,bahrain,1,Lando Norris,82.476,23.104,31.44,27.932,Soft,1,0,312.5,0
R00052,2012,bahrain,6,Lando Norris,82.828,23.149,31.583,28.096,Soft,6,1,328.8,0
R00052,2012,bahrain,11,Lando Norris,83.572,23.403,31.71,28.459,Soft,11,1,323.1,0
R00052,2012,bahrain,16,Lando Norris,84.041,23.591,32.091,28.359,Soft,16,1,332.7,0
R00052,2012,bahrain,21,Lando Norris,84.979,23.789,32.339,28.851,Soft,21,1,337.0,0
R00052,2012,bahrain,26,Lando Norris,82.16,23.119,31.294,27.747,Medium,1,1,334.1,0
R00052,2012,bahrain,31,Lando Norris,82.46,23.183,31.252,28.025,Medium,6,1,331.9,0
R00052,2012,bahrain,36,Lando Norris,83.362,23.308,31.7,28.354,Medium,11,1,330.6,0
R00052,2012,bahrain,41,Lando Norris,84.343,23.675,32.074,28.594,Medium,16,1,328.8,0
R00052,2012,bahrain,46,Lando Norris,84.832,23.772,32.168,28.892,Medium,21,1,343.2,0
R00052,2012,bahrain,51,Lando Norris,82.711,23.147,31.429,28.135,Medium,1,1,316.8,0
R00052,2012,bahrain,56,Lando Norris,83.204,23.247,31.569,28.388,Medium,6,1,340.8,0
R00013,2010,bahrain,1,Esteban Ocon,81.317,22.688,30.943,27.686,Hard,1,0,328.1,0
R00013,2010,bahrain,6,Esteban Ocon,81.384,22.787,30.881,27.716,Hard,6,1,320.7,0
R00013,2010,bahrain,11,Esteban Ocon,82.106,23.028,31.236,27.842,Hard,11,1,345.9,0
R00013,2010,bahrain,16,Esteban Ocon,82.999,23.261,31.6,28.138,Hard,16,1,336.1,0
R00013,2010,bahrain,21,Esteban Ocon,83.495,23.403,31.683,28.409,Hard,21,1,326.7,0
R00013,2010,bahrain,26,Esteban Ocon,80.908,22.573,30.751,27.584,Medium,1,1,321.1,0
R00013,2010,bahrain,31,Esteban Ocon,81.496,22.842,30.962,27.692,Medium,6,1,341.9,0
R00013,2010,bahrain,36,Esteban Ocon,82.479,23.044,31.35,28.085,Medium,11,1,337.0,0
R00013,2010,bahrain,41,Esteban Ocon,82.777,23.167,31.45,28.16,Medium,16,1,321.8,0
R00013,2010,bahrain,46,Esteban Ocon,83.501,23.256,31.786,28.459,Medium,21,1,326.0,0
R00013,2010,bahrain,51,Esteban Ocon,81.065,22.629,30.825,27.611,Medium,1,1,352.9,0
R00013,2010,bahrain,56,Esteban Ocon,81.551,22.822,31.121,27.608,Medium,6,1,325.1,0
R00267,2023,singapore,1,Max Verstappen,81.372,22.836,30.914,27.622,Medium,1,0,343.8,0
R00267,2023,singapore,6,Max Verstappen,82.262,22.949,31.328,27.985,Medium,6,1,350.6,0
R00267,2023,singapore,11,Max Verstappen,82.734,23.188,31.467,28.079,Medium,11,1,334.9,0
R00267,2023,singapore,16,Max Verstappen,83.331,23.368,31.753,28.21,Medium,16,1,331.5,0
R00267,2023,singapore,21,Max Verstappen,84.085,23.418,31.963,28.704,Medium,21,1,329.3,1
R00267,2023,singapore,26,Max Verstappen,81.455,22.776,30.964,27.715,Hard,1,1,332.9,0
R00267,2023,singapore,31,Max Verstappen,81.945,22.987,31.136,27.822,Hard,6,1,332.9,0
R00267,2023,singapore,36,Max Verstappen,82.834,23.156,31.432,28.246,Hard,11,1,326.1,0
R00267,2023,singapore,41,Max Verstappen,83.522,23.434,31.714,28.374,Hard,16,1,363.8,0
R00267,2023,singapore,46,Max Verstappen,84.014,23.629,31.945,28.44,Hard,21,1,317.7,0
R00267,2023,singapore,51,Max Verstappen,81.574,22.878,30.923,27.773,Hard,1,1,322.3,0
R00267,2023,singapore,56,Max Verstappen,82.558,23.136,31.432,27.99,Hard,6,1,324.0,0
R00267,2023,singapore,61,Max Verstappen,82.954,23.321,31.493,28.14,Hard,11,1,339.3,0
R00227,2021,brazil,1,Charles Leclerc,81.915,22.972,31.116,27.827,Intermediate,1,0,325.6,0
R00227,2021,brazil,6,Charles Leclerc,82.669,23.064,31.377,28.228,Intermediate,6,0,326.9,0
R00227,2021,brazil,11,Charles Leclerc,82.981,23.25,31.64,28.091,Intermediate,11,0,338.1,0
R00227,2021,brazil,16,Charles Leclerc,83.825,23.493,31.859,28.473,Intermediate,16,0,344.5,0
R00227,2021,brazil,21,Charles Leclerc,84.5,23.614,32.118,28.768,Intermediate,21,0,343.9,0
R00227,2021,brazil,26,Charles Leclerc,81.96,22.794,31.021,28.145,Intermediate,1,0,323.5,0
R00227,2021,brazil,31,Charles Leclerc,82.764,23.175,31.423,28.166,Soft,6,0,319.5,0
R00227,2021,brazil,36,Charles Leclerc,83.053,23.276,31.582,28.195,Soft,11,0,325.8,0
R00227,2021,brazil,41,Charles Leclerc,83.709,23.465,31.735,28.509,Soft,16,0,328.6,0
R00227,2021,brazil,46,Charles Leclerc,84.409,23.574,32.189,28.646,Soft,21,0,347.7,1
R00227,2021,brazil,51,Charles Leclerc,81.663,22.843,30.973,27.847,Soft,1,0,337.3,0
R00227,2021,brazil,56,Charles Leclerc,82.481,23.106,31.388,27.987,Soft,6,0,338.1,0
R00227,2021,brazil,61,Charles Leclerc,83.385,23.412,31.691,28.282,Soft,11,0,293.1,0
R00227,2021,brazil,66,Charles Leclerc,83.551,23.328,31.763,28.46,Soft,16,0,321.4,0
R00227,2021,brazil,71,Charles Leclerc,84.651,23.605,32.188,28.858,Soft,21,0,336.7,0
R00131,2017,spain,1,Lewis Hamilton,72.387,20.393,27.558,24.436,Medium,1,0,333.0,0
R00131,2017,spain,6,Lewis Hamilton,73.123,20.385,27.779,24.959,Medium,6,1,330.1,0
R00131,2017,spain,11,Lewis Hamilton,73.683,20.62,27.938,25.125,Medium,11,1,356.6,0
R00131,2017,spain,16,Lewis Hamilton,74.448,20.784,28.229,25.435,Medium,16,1,323.9,0
R00131,2017,spain,21,Lewis Hamilton,74.822,20.934,28.363,25.525,Medium,21,1,348.1,0
R00131,2017,spain,26,Lewis Hamilton,72.892,20.429,27.725,24.738,Medium,1,1,325.6,0
R00131,2017,spain,31,Lewis Hamilton,73.243,20.526,27.788,24.929,Medium,6,1,330.5,0
R00131,2017,spain,36,Lewis Hamilton,73.779,20.696,28.015,25.068,Medium,11,1,340.2,0
R00131,2017,spain,41,Lewis Hamilton,74.359,20.792,28.297,25.27,Medium,16,1,331.6,0
R00131,2017,spain,46,Lewis Hamilton,74.806,20.882,28.434,25.49,Medium,21,1,336.1,0
R00131,2017,spain,51,Lewis Hamilton,72.499,20.178,27.538,24.783,Medium,1,1,332.3,0
R00131,2017,spain,56,Lewis Hamilton,73.234,20.405,27.884,24.945,Medium,6,1,334.0,0
R00131,2017,spain,61,Lewis Hamilton,73.856,20.617,28.064,25.175,Medium,11,1,318.6,0
R00131,2017,spain,66,Lewis Hamilton,74.429,20.847,28.299,25.283,Medium,16,1,330.7,0
R00108,2015,abu_dhabi,1,Lewis Hamilton,75.283,21.151,28.581,25.551,Medium,1,0,324.3,0
R00108,2015,abu_dhabi,6,Lewis Hamilton,75.955,21.354,28.722,25.879,Medium,6,1,322.7,0
R00108,2015,abu_dhabi,11,Lewis Hamilton,76.449,21.458,29.022,25.969,Medium,11,1,301.5,0
R00108,2015,abu_dhabi,16,Lewis Hamilton,76.921,21.597,29.265,26.059,Medium,16,1,287.7,0
R00108,2015,abu_dhabi,21,Lewis Hamilton,77.494,21.646,29.409,26.439,Medium,21,1,350.0,0
R00108,2015,abu_dhabi,26,Lewis Hamilton,75.215,21.083,28.594,25.538,Hard,1,1,322.4,0
R00108,2015,abu_dhabi,31,Lewis Hamilton,75.865,21.219,28.877,25.769,Hard,6,1,328.9,0
R00108,2015,abu_dhabi,36,Lewis Hamilton,76.441,21.449,29.116,25.876,Hard,11,1,315.6,0
R00108,2015,abu_dhabi,41,Lewis Hamilton,76.76,21.573,29.148,26.039,Hard,16,1,327.0,0
R00108,2015,abu_dhabi,46,Lewis Hamilton,77.511,21.644,29.533,26.334,Hard,21,1,326.1,0
R00108,2015,abu_dhabi,51,Lewis Hamilton,74.899,20.959,28.401,25.539,Hard,1,1,302.3,0
R00108,2015,abu_dhabi,56,Lewis Hamilton,75.836,21.284,28.746,25.806,Hard,6,1,348.5,0
R00161,2018,bahrain,1,Lewis Hamilton,80.117,22.448,30.528,27.141,Hard,1,0,348.6,0
R00161,2018,bahrain,6,Lewis Hamilton,80.843,22.614,30.827,27.402,Hard,6,1,338.8,0
R00161,2018,bahrain,11,Lewis Hamilton,81.241,22.726,30.966,27.549,Hard,11,1,341.4,0
R00161,2018,bahrain,16,Lewis Hamilton,81.998,22.965,31.148,27.885,Hard,16,1,307.3,0
R00161,2018,bahrain,21,Lewis Hamilton,82.309,23.12,31.263,27.926,Hard,21,1,337.3,0
R00161,2018,bahrain,26,Lewis Hamilton,80.039,22.469,30.405,27.165,Medium,1,1,328.7,0
R00161,2018,bahrain,31,Lewis Hamilton,80.585,22.64,30.687,27.258,Medium,6,1,315.8,0
R00161,2018,bahrain,36,Lewis Hamilton,81.275,22.749,30.79,27.736,Medium,11,1,315.8,0
R00161,2018,bahrain,41,Lewis Hamilton,81.88,22.855,31.026,27.999,Medium,16,1,312.0,0
R00161,2018,bahrain,46,Lewis Hamilton,82.109,23.042,31.205,27.862,Medium,21,1,311.7,0
R00161,2018,bahrain,51,Lewis Hamilton,80.042,22.375,30.376,27.291,Medium,1,1,345.7,0
R00161,2018,bahrain,56,Lewis Hamilton,80.344,22.482,30.568,27.294,Medium,6,1,341.4,0
R00329,2026,monaco,1,Charles Leclerc,84.555,23.688,32.124,28.743,Soft,1,0,334.9,0
R00329,2026,monaco,6,Charles Leclerc,85.247,23.841,32.395,29.011,Soft,6,1,330.4,0
R00329,2026,monaco,11,Charles Leclerc,85.477,23.959,32.426,29.092,Soft,11,1,333.4,0
R00329,2026,monaco,16,Charles Leclerc,86.443,24.321,32.813,29.309,Soft,16,1,346.8,0
R00329,2026,monaco,21,Charles Leclerc,87.146,24.408,33.145,29.593,Soft,21,1,337.1,0
R00329,2026,monaco,26,Charles Leclerc,84.388,23.566,32.11,28.712,Soft,1,1,330.4,0
R00329,2026,monaco,31,Charles Leclerc,85.104,23.832,32.316,28.956,Soft,6,1,338.8,0
R00329,2026,monaco,36,Charles Leclerc,85.988,23.987,32.688,29.313,Hard,11,1,313.8,0
R00329,2026,monaco,41,Charles Leclerc,86.401,24.275,32.802,29.324,Hard,16,1,317.5,0
R00329,2026,monaco,46,Charles Leclerc,87.206,24.377,33.115,29.714,Hard,21,1,311.4,0
R00329,2026,monaco,51,Charles Leclerc,84.397,23.637,32.064,28.696,Hard,1,1,326.4,0
R00329,2026,monaco,56,Charles Leclerc,85.32,23.865,32.448,29.007,Hard,6,1,328.3,0
R00329,2026,monaco,61,Charles Leclerc,85.703,23.995,32.601,29.107,Hard,11,1,325.8,0
R00329,2026,monaco,66,Charles Leclerc,85.995,24.073,32.675,29.247,Hard,16,1,343.7,0
R00329,2026,monaco,71,Charles Leclerc,87.469,24.507,33.219,29.743,Hard,21,1,343.1,0
R00329,2026,monaco,76,Charles Leclerc,84.516,23.675,32.169,28.672,Hard,1,1,320.6,0
R00144,2017,abu_dhabi,1,Lewis Hamilton,79.424,22.196,30.17,27.058,Medium,1,0,343.8,0
R00144,2017,abu_dhabi,6,Lewis Hamilton,79.979,22.396,30.337,27.246,Medium,6,1,352.0,0
R00144,2017,abu_dhabi,11,Lewis Hamilton,80.83,22.593,30.708,27.529,Medium,11,1,313.7,0
R00144,2017,abu_dhabi,16,Lewis Hamilton,81.146,22.701,30.834,27.611,Medium,16,1,334.8,0
R00144,2017,abu_dhabi,21,Lewis Hamilton,82.068,23.002,31.148,27.918,Medium,21,1,322.1,0
R00144,2017,abu_dhabi,26,Lewis Hamilton,79.483,22.284,30.221,26.978,Medium,1,1,327.2,0
R00144,2017,abu_dhabi,31,Lewis Hamilton,79.912,22.395,30.39,27.127,Medium,6,1,336.6,0
R00144,2017,abu_dhabi,36,Lewis Hamilton,80.497,22.577,30.6,27.32,Medium,11,1,321.6,0
R00144,2017,abu_dhabi,41,Lewis Hamilton,81.64,22.88,30.974,27.786,Medium,16,1,325.9,0
R00144,2017,abu_dhabi,46,Lewis Hamilton,81.202,22.654,30.873,27.675,Medium,21,1,307.4,0
R00144,2017,abu_dhabi,51,Lewis Hamilton,79.303,22.223,30.164,26.916,Medium,1,1,328.7,0
R00144,2017,abu_dhabi,56,Lewis Hamilton,80.233,22.428,30.489,27.316,Medium,6,1,338.6,0
R00290,2024,monza,1,Max Verstappen,75.109,21.088,28.554,25.467,Hard,1,0,333.2,0
R00290,2024,monza,6,Max Verstappen,75.765,21.206,28.785,25.774,Hard,6,1,337.5,0
R00290,2024,monza,11,Max Verstappen,76.089,21.318,28.914,25.857,Hard,11,1,348.0,0
R00290,2024,monza,16,Max Verstappen,76.846,21.501,29.252,26.093,Hard,16,1,329.5,0
R00290,2024,monza,21,Max Verstappen,77.502,21.674,29.474,26.354,Hard,21,1,327.0,0
R00290,2024,monza,26,Max Verstappen,75.386,21.092,28.64,25.654,Hard,1,1,340.5,0
R00290,2024,monza,31,Max Verstappen,75.827,21.249,28.882,25.696,Hard,6,1,332.4,0
R00290,2024,monza,36,Max Verstappen,76.703,21.532,29.161,26.01,Hard,11,1,356.0,0
R00290,2024,monza,41,Max Verstappen,76.846,21.479,29.165,26.202,Hard,16,1,330.7,0
R00290,2024,monza,46,Max Verstappen,77.53,21.73,29.511,26.289,Hard,21,1,322.0,0
R00290,2024,monza,51,Max Verstappen,75.531,21.146,28.73,25.655,Hard,1,1,348.9,0
R00315,2025,baku,1,Max Verstappen,84.525,23.651,32.071,28.803,Medium,1,0,325.8,0
R00315,2025,baku,6,Max Verstappen,85.328,23.947,32.415,28.966,Medium,6,1,339.6,0
