race_id,season,round,circuit_id,qualifying_position,driver,team,q3_lap_time_s,q2_lap_time_s,q1_lap_time_s,gap_to_pole_s,tyre_compound,sector1_s,sector2_s,sector3_s,top_speed_kmh
R00157,2018,13,bahrain,10,Driver_10,Team_10,78.585,78.78030531268753,79.47459788930622,3.131,Soft,22.151,29.808,26.626,330.7
R00158,2018,14,bahrain,1,Charles Leclerc,Ferrari,75.747,76.13229009011414,76.06724606287916,0.0,Medium,21.126,28.829,25.792,334.7
R00158,2018,14,bahrain,2,Driver_2,Team_2,75.693,75.84755484859815,76.1331070342472,0.378,Soft,21.063,28.573,26.057,328.5
R00158,2018,14,bahrain,3,Driver_3,Team_3,76.644,76.95949911439402,77.10334118494849,0.685,Soft,21.537,28.967,26.14,322.0
R00158,2018,14,bahrain,4,Driver_4,Team_4,76.552,76.92396384517436,77.02081329896718,0.952,Medium,21.431,28.95,26.171,308.4
R00158,2018,14,bahrain,5,Driver_5,Team_5,76.904,77.31878894291866,77.3538586601279,1.609,Soft,21.533,29.261,26.11,316.7
R00158,2018,14,bahrain,6,Driver_6,Team_6,77.174,77.42415820516,78.09407908750356,0.997,Medium,21.382,29.287,26.505,340.7
R00158,2018,14,bahrain,7,Driver_7,Team_7,77.511,77.91508404703721,78.18883916972023,0.575,Medium,21.763,29.4,26.348,309.8
R00158,2018,14,bahrain,8,Driver_8,Team_8,78.052,78.43206533182735,78.47016143502621,1.906,Soft,21.833,29.496,26.723,315.5
R00158,2018,14,bahrain,9,Driver_9,Team_9,78.23,78.6321660685754,79.1983438833023,1.003,Soft,21.89,29.548,26.792,329.1
R00158,2018,14,bahrain,10,Driver_10,Team_10,79.194,79.64728512394282,79.87353700427826,5.268,Soft,22.101,29.969,27.124,326.3
R00159,2018,15,singapore,1,Lewis Hamilton,Mercedes,75.306,75.53084471517742,76.19040382396653,0.0,Medium,21.173,28.609,25.524,343.0
R00159,2018,15,singapore,2,Driver_2,Team_2,76.225,76.563753810877,77.02447803632072,0.593,Medium,21.366,28.672,26.187,339.1
R00159,2018,15,singapore,3,Driver_3,Team_3,75.948,76.30781663333924,76.71701525428082,1.109,Soft,21.236,29.061,25.651,336.1
R00159,2018,15,singapore,4,Driver_4,Team_4,77.204,77.46079625512074,77.56792605270768,1.566,Soft,21.542,29.23,26.432,309.6
R00159,2018,15,singapore,5,Driver_5,Team_5,76.925,77.27600695732171,77.2928009088653,1.903,Medium,21.465,29.253,26.207,339.1
R00159,2018,15,singapore,6,Driver_6,Team_6,77.848,78.32041889048018,78.27748965923308,2.394,Soft,21.992,29.631,26.225,312.0
R00159,2018,15,singapore,7,Driver_7,Team_7,78.124,78.5587983332275,78.8132177374529,3.337,Medium,21.689,29.616,26.819,326.9
R00159,2018,15,singapore,8,Driver_8,Team_8,78.18,78.63910034065287,78.75104889612373,2.352,Soft,21.959,29.619,26.602,331.4
R00159,2018,15,singapore,9,Driver_9,Team_9,78.688,79.01640477077196,79.11811325177355,1.562,Medium,22.036,29.797,26.855,315.6
R00159,2018,15,singapore,10,Driver_10,Team_10,79.062,79.42817420292681,79.56181747657094,4.102,Medium,22.143,29.941,26.978,348.1
R00160,2018,16,bahrain,1,Lewis Hamilton,Mercedes,75.506,75.86609429606895,76.14342646421935,0.0,Medium,21.125,28.751,25.63,315.6
R00160,2018,16,bahrain,2,Driver_2,Team_2,76.109,76.37838394130496,76.92176426737736,0.525,Medium,21.249,28.867,25.993,321.7
R00160,2018,16,bahrain,3,Driver_3,Team_3,75.978,76.1865416842311,76.31510310498875,0.196,Medium,21.33,28.996,25.652,304.8
R00160,2018,16,bahrain,4,Driver_4,Team_4,76.268,76.51688712587162,76.95854379978012,0.862,Soft,21.573,29.039,25.656,297.4
R00160,2018,16,bahrain,5,Driver_5,Team_5,77.344,77.77055750758825,78.03543245668776,1.444,Medium,21.785,29.387,26.172,306.9
R00160,2018,16,bahrain,6,Driver_6,Team_6,77.787,78.24231770269536,78.18928358421196,2.7,Medium,21.63,29.587,26.57,326.2
R00160,2018,16,bahrain,7,Driver_7,Team_7,77.622,77.94732237894615,78.39632430965166,2.69,Medium,21.542,29.484,26.596,320.2
R00160,2018,16,bahrain,8,Driver_8,Team_8,77.859,78.12228533889461,78.3133404061292,2.699,Medium,21.823,29.481,26.555,338.6
R00160,2018,16,bahrain,9,Driver_9,Team_9,78.446,78.77779667911814,79.35060709539357,2.652,Soft,21.812,29.739,26.895,322.3
R00160,2018,16,bahrain,10,Driver_10,Team_10,79.144,79.33426092224335,79.63155076447698,1.31,Medium,22.135,30.128,26.881,312.2
R00161,2018,17,bahrain,1,Lewis Hamilton,Mercedes,75.417,75.5476006084571,76.4059094530504,0.0,Soft,21.096,28.781,25.54,344.5
R00161,2018,17,bahrain,2,Driver_2,Team_2,75.604,75.78648856155394,76.36922783161674,0.354,Medium,21.315,28.874,25.415,330.9
R00161,2018,17,bahrain,3,Driver_3,Team_3,76.475,76.90167261779035,77.23185799419088,0.761,Medium,21.578,29.068,25.829,330.5
R00161,2018,17,bahrain,4,Driver_4,Team_4,76.188,76.6273350944943,76.9627479225138,1.19,Soft,21.417,29.141,25.63,305.2
R00161,2018,17,bahrain,5,Driver_5,Team_5,77.046,77.33549875988179,77.51090615828421,0.413,Soft,21.516,29.397,26.133,326.4
R00161,2018,17,bahrain,6,Driver_6,Team_6,77.051,77.5490004264615,77.59326994727051,1.979,Soft,21.596,29.153,26.302,324.9
R00161,2018,17,bahrain,7,Driver_7,Team_7,77.673,78.10811716936435,78.34784567093115,1.804,Soft,21.669,29.573,26.431,308.8
R00161,2018,17,bahrain,8,Driver_8,Team_8,78.05,78.32998030185293,78.93235230012442,1.257,Medium,21.814,29.783,26.453,327.3
R00161,2018,17,bahrain,9,Driver_9,Team_9,78.571,78.83359153811878,79.21157665498261,2.672,Medium,22.068,29.964,26.539,315.5
R00161,2018,17,bahrain,10,Driver_10,Team_10,79.038,79.26100956535737,79.70672099407082,1.22,Medium,22.082,30.066,26.89,319.7
R00162,2018,18,bahrain,1,Lewis Hamilton,Mercedes,75.473,75.58793467210391,76.07333867011477,0.0,Soft,21.304,28.848,25.321,344.6
R00162,2018,18,bahrain,2,Driver_2,Team_2,75.487,75.88070435134426,76.2284894479747,0.593,Soft,21.154,28.58,25.753,309.8
R00162,2018,18,bahrain,3,Driver_3,Team_3,76.602,77.07513383990089,76.95485869408854,0.518,Medium,21.502,29.078,26.022,332.4
R00162,2018,18,bahrain,4,Driver_4,Team_4,76.265,76.40563005936231,76.73782543183773,1.529,Medium,21.272,28.997,25.996,329.2
R00162,2018,18,bahrain,5,Driver_5,Team_5,76.82,77.07551616412697,77.3088803188213,1.648,Medium,21.587,29.163,26.07,319.5
R00162,2018,18,bahrain,6,Driver_6,Team_6,76.859,77.33102938985087,77.42737698587567,1.307,Soft,21.492,29.134,26.233,319.7
R00162,2018,18,bahrain,7,Driver_7,Team_7,77.83,78.28539088179019,78.21735636604545,3.364,Soft,21.744,29.698,26.388,328.5
R00162,2018,18,bahrain,8,Driver_8,Team_8,78.02,78.26792281417283,78.740727385813,1.388,Soft,21.753,29.805,26.462,341.4
R00162,2018,18,bahrain,9,Driver_9,Team_9,78.864,79.34508224573132,79.30892343670628,2.767,Soft,21.993,30.186,26.685,329.8
R00162,2018,18,bahrain,10,Driver_10,Team_10,79.026,79.1655513693587,79.64397824943464,5.195,Soft,22.004,29.905,27.117,306.1
R00163,2018,19,mexico,1,Lewis Hamilton,Mercedes,74.863,75.1246723851957,75.19887469293492,0.0,Intermediate,20.925,28.49,25.448,311.3
R00163,2018,19,mexico,2,Driver_2,Team_2,76.028,76.21138975455084,76.94784187451187,0.314,Intermediate,21.307,28.793,25.928,295.7
R00163,2018,19,mexico,3,Driver_3,Team_3,75.844,76.09445207511284,76.21448401032633,0.558,Intermediate,21.118,28.855,25.871,328.5
R00163,2018,19,mexico,4,Driver_4,Team_4,76.84,77.2833561709446,77.20366382376154,1.721,Intermediate,21.515,29.26,26.065,316.8
R00163,2018,19,mexico,5,Driver_5,Team_5,77.344,77.44556771343215,77.6621229390317,0.716,Intermediate,21.612,29.506,26.226,313.9
R00163,2018,19,mexico,6,Driver_6,Team_6,77.078,77.40937175836619,77.91792710744514,1.029,Intermediate,21.368,29.259,26.451,338.4
R00163,2018,19,mexico,7,Driver_7,Team_7,77.981,78.24363795857047,78.76717176640896,1.795,Intermediate,21.951,29.679,26.351,311.7
R00163,2018,19,mexico,8,Driver_8,Team_8,78.054,78.4318800120877,78.82716295302892,1.569,Intermediate,21.874,29.62,26.56,329.2
R00163,2018,19,mexico,9,Driver_9,Team_9,78.696,78.82241244341917,79.58712150214141,2.775,Intermediate,22.161,29.972,26.563,335.5
R00163,2018,19,mexico,10,Driver_10,Team_10,79.235,79.54768857472622,80.21704158436818,3.633,Intermediate,22.176,30.002,27.057,336.6
R00164,2018,20,brazil,1,Lewis Hamilton,Mercedes,75.319,75.48648858236555,76.21365599757898,0.0,Soft,21.115,28.615,25.589,298.9
R00164,2018,20,brazil,2,Driver_2,Team_2,76.205,76.33204251325762,76.70764558833763,0.325,Soft,21.417,29.008,25.78,331.9
R00164,2018,20,brazil,3,Driver_3,Team_3,76.26,76.43489639427949,77.25844931896131,0.471,Medium,21.182,28.709,26.369,331.6
R00164,2018,20,brazil,4,Driver_4,Team_4,76.486,76.67767246962755,77.17924045802043,0.872,Soft,21.143,28.954,26.389,347.4
R00164,2018,20,brazil,5,Driver_5,Team_5,76.805,77.18797481451715,77.75178828422759,1.735,Medium,21.535,29.136,26.134,339.6
R00164,2018,20,brazil,6,Driver_6,Team_6,77.443,77.83202628958992,78.08086593856636,1.856,Medium,21.645,29.27,26.528,335.7
R00164,2018,20,brazil,7,Driver_7,Team_7,77.344,77.66839315209205,77.95700363085614,3.521,Soft,21.636,29.56,26.148,336.6
R00164,2018,20,brazil,8,Driver_8,Team_8,78.182,78.53055266056371,78.49091471944205,0.686,Soft,21.91,29.682,26.59,324.7
R00164,2018,20,brazil,9,Driver_9,Team_9,78.749,78.96405192816697,79.53790790407061,1.994,Medium,21.875,30.068,26.806,318.4
R00164,2018,20,brazil,10,Driver_10,Team_10,79.821,79.96730352639669,80.46238481417593,4.35,Soft,22.443,30.256,27.122,322.5
R00165,2018,21,abu_dhabi,1,Lewis Hamilton,Mercedes,75.676,75.79646440047537,76.56436371873357,0.0,Soft,21.318,28.911,25.447,322.1
R00165,2018,21,abu_dhabi,2,Driver_2,Team_2,75.348,75.53966083114634,76.32240814640288,0.57,Medium,21.068,28.545,25.735,363.7
R00165,2018,21,abu_dhabi,3,Driver_3,Team_3,76.353,76.73926794982965,77.02975686986802,0.449,Soft,21.448,28.907,25.998,343.0
R00165,2018,21,abu_dhabi,4,Driver_4,Team_4,76.779,77.02100520313061,77.3248011261055,0.67,Soft,21.466,29.31,26.003,324.8
R00165,2018,21,abu_dhabi,5,Driver_5,Team_5,76.557,76.67120820643932,77.34981358201017,1.258,Soft,21.424,29.071,26.062,368.6
R00165,2018,21,abu_dhabi,6,Driver_6,Team_6,77.556,77.87505368525856,78.2975937218219,2.323,Medium,21.769,29.647,26.14,318.9
R00165,2018,21,abu_dhabi,7,Driver_7,Team_7,77.471,77.88095508297567,77.98956838026791,0.534,Soft,21.832,29.561,26.078,364.5
R00165,2018,21,abu_dhabi,8,Driver_8,Team_8,78.622,78.98676747640825,79.20163573108867,0.571,Medium,22.047,29.927,26.648,310.0
R00165,2018,21,abu_dhabi,9,Driver_9,Team_9,78.055,78.51544921966745,78.56694799544846,4.431,Medium,21.662,29.636,26.757,344.7
R00165,2018,21,abu_dhabi,10,Driver_10,Team_10,78.594,78.74806000978427,79.54684608771169,1.357,Soft,21.887,29.963,26.744,340.8
R00166,2019,1,bahrain,1,Max Verstappen,Red Bull Racing,74.807,75.0049628625042,75.55016375713076,0.0,Soft,20.771,28.555,25.481,342.5
R00166,2019,1,bahrain,2,Driver_2,Team_2,75.973,76.37060247273924,76.66862316927124,0.32,Medium,21.433,28.961,25.579,326.8
R00166,2019,1,bahrain,3,Driver_3,Team_3,76.323,76.47901077727334,76.84185778025657,1.002,Medium,21.339,28.896,26.088,332.9
R00166,2019,1,bahrain,4,Driver_4,Team_4,76.15,76.59730779700833,76.96180562575131,0.754,Medium,21.542,29.027,25.581,357.1
R00166,2019,1,bahrain,5,Driver_5,Team_5,77.216,77.60536346092833,77.55659044230559,1.65,Medium,21.77,29.266,26.18,312.6
R00166,2019,1,bahrain,6,Driver_6,Team_6,76.965,77.2548718605331,77.7192478713917,2.461,Soft,21.438,29.143,26.384,289.6
R00166,2019,1,bahrain,7,Driver_7,Team_7,77.727,77.97507547714073,78.43768501587674,0.825,Soft,21.739,29.498,26.49,336.7
R00166,2019,1,bahrain,8,Driver_8,Team_8,78.37,78.56701300273305,79.2079482999592,1.649,Soft,21.774,29.916,26.68,322.1
R00166,2019,1,bahrain,9,Driver_9,Team_9,78.448,78.89801488713694,79.2775531622879,3.165,Soft,21.939,29.873,26.636,324.3
R00166,2019,1,bahrain,10,Driver_10,Team_10,79.247,79.4524313556702,79.60128913293033,3.807,Soft,22.047,29.99,27.21,320.4
R00167,2019,2,jeddah,1,Lewis Hamilton,Mercedes,75.675,76.03628047756142,76.59921854831184,0.0,Soft,21.277,28.729,25.669,313.3
R00167,2019,2,jeddah,2,Driver_2,Team_2,75.51,75.70910298323481,76.06625019481882,0.166,Soft,20.844,28.784,25.882,317.3
R00167,2019,2,jeddah,3,Driver_3,Team_3,76.241,76.46597430172474,77.04367714888623,0.879,Soft,21.259,29.172,25.81,320.1
R00167,2019,2,jeddah,4,Driver_4,Team_4,77.179,77.32422942497975,77.64235111889106,0.512,Medium,21.743,29.311,26.125,315.2
R00167,2019,2,jeddah,5,Driver_5,Team_5,77.477,77.58419345075049,78.2657478890306,1.243,Soft,21.729,29.307,26.441,341.7
R00167,2019,2,jeddah,6,Driver_6,Team_6,77.333,77.82511344134416,77.72217742257845,0.408,Soft,21.75,29.359,26.224,314.7
R00167,2019,2,jeddah,7,Driver_7,Team_7,77.683,77.99344831004646,78.49762968275706,2.61,Soft,21.772,29.669,26.242,333.9
R00167,2019,2,jeddah,8,Driver_8,Team_8,78.304,78.78094391774584,79.2921544172488,1.185,Medium,21.803,29.81,26.691,325.4
R00167,2019,2,jeddah,9,Driver_9,Team_9,78.678,78.96040056084134,79.52224506235592,0.926,Soft,22.097,29.795,26.786,336.5
R00167,2019,2,jeddah,10,Driver_10,Team_10,78.976,79.10622150156122,79.79292824855995,0.915,Medium,22.205,30.229,26.542,325.3
R00168,2019,3,albert_park,1,Lando Norris,McLaren,75.579,76.05051520820496,76.40394359948118,0.0,Intermediate,21.217,28.683,25.679,330.1
R00168,2019,3,albert_park,2,Driver_2,Team_2,75.463,75.78813993195179,76.27456430740955,0.159,Intermediate,21.2,28.73,25.533,332.0
R00168,2019,3,albert_park,3,Driver_3,Team_3,76.325,76.70801723131568,77.23368145911888,0.316,Intermediate,21.436,29.101,25.788,319.3
R00168,2019,3,albert_park,4,Driver_4,Team_4,76.411,76.78791820948466,76.94975923164596,1.035,Intermediate,21.271,28.924,26.216,319.3
R00168,2019,3,albert_park,5,Driver_5,Team_5,77.024,77.49015003316725,77.43043786162609,1.99,Intermediate,21.699,29.183,26.142,338.8
R00168,2019,3,albert_park,6,Driver_6,Team_6,77.826,78.04742669355497,78.78133626144957,1.917,Intermediate,21.524,29.683,26.619,308.5
R00168,2019,3,albert_park,7,Driver_7,Team_7,77.764,77.90785633186022,78.1509275275767,3.451,Intermediate,21.864,29.634,26.266,323.1
R00168,2019,3,albert_park,8,Driver_8,Team_8,77.859,78.28189852429644,78.20378557312864,2.67,Intermediate,21.818,29.503,26.538,349.8
R00168,2019,3,albert_park,9,Driver_9,Team_9,78.7,79.18503822746841,79.46084546048354,3.508,Intermediate,22.045,29.865,26.79,307.1
R00168,2019,3,albert_park,10,Driver_10,Team_10,79.238,79.49739414733014,79.58297753114061,4.646,Intermediate,22.24,30.201,26.797,316.0
R00169,2019,4,baku,1,Lewis Hamilton,Mercedes,75.856,75.96186562710541,76.20018296107156,0.0,Medium,21.217,28.859,25.78,311.5
R00169,2019,4,baku,2,Driver_2,Team_2,76.095,76.50277937532849,76.94884036095391,0.223,Soft,21.181,29.069,25.845,332.2
R00169,2019,4,baku,3,Driver_3,Team_3,76.011,76.46271701440334,76.67054329926265,0.933,Medium,21.334,28.952,25.725,326.5
R00169,2019,4,baku,4,Driver_4,Team_4,76.734,77.08623224622933,77.46163080057053,0.511,Soft,21.517,29.062,26.155,318.6
R00169,2019,4,baku,5,Driver_5,Team_5,76.491,76.96314646369872,77.07606914263857,1.722,Soft,21.367,29.099,26.025,320.8
R00169,2019,4,baku,6,Driver_6,Team_6,77.33,77.47779994644934,77.87189511677948,1.937,Medium,21.652,29.341,26.337,318.9
R00169,2019,4,baku,7,Driver_7,Team_7,77.96,78.11733650009907,78.7881316800165,1.198,Soft,21.891,29.655,26.414,324.9
R00169,2019,4,baku,8,Driver_8,Team_8,78.488,78.61521686773945,79.42298638466319,1.782,Medium,22.033,29.916,26.539,340.0
R00169,2019,4,baku,9,Driver_9,Team_9,78.836,79.28940525769124,79.176691933113,1.173,Medium,22.076,30.118,26.642,313.0
R00169,2019,4,baku,10,Driver_10,Team_10,79.381,79.65514413842416,80.28981346567674,4.113,Medium,22.143,30.146,27.092,307.3
R00170,2019,5,miami,1,Lewis Hamilton,Mercedes,75.291,75.46579268677486,75.82119631977312,0.0,Medium,21.132,28.412,25.747,343.5
R00170,2019,5,miami,2,Driver_2,Team_2,75.388,75.82210732559776,75.7532434421742,0.571,Medium,21.131,28.668,25.589,336.8
R00170,2019,5,miami,3,Driver_3,Team_3,76.606,76.74656040477616,77.26470203557606,1.138,Soft,21.457,29.273,25.876,349.8
R00170,2019,5,miami,4,Driver_4,Team_4,76.468,76.62025640669711,77.24476148025764,1.584,Medium,21.483,29.099,25.886,344.0
R00170,2019,5,miami,5,Driver_5,Team_5,77.13,77.5324776355884,78.01081376794976,0.724,Soft,21.517,29.193,26.42,312.0
R00170,2019,5,miami,6,Driver_6,Team_6,77.743,78.1690763147102,78.18939993346363,2.371,Medium,21.672,29.446,26.625,336.1
R00170,2019,5,miami,7,Driver_7,Team_7,78.057,78.32338001112117,78.75339599035648,2.321,Soft,21.867,29.636,26.554,324.3
R00170,2019,5,miami,8,Driver_8,Team_8,77.845,78.06928072224586,78.24951389966576,3.22,Medium,21.869,29.496,26.48,312.6
R00170,2019,5,miami,9,Driver_9,Team_9,78.583,79.02082808599239,79.24865787776551,2.939,Soft,22.083,29.698,26.802,305.9
R00170,2019,5,miami,10,Driver_10,Team_10,79.017,79.12205132356043,79.57737179869955,2.16,Medium,22.109,29.83,27.078,344.1
R00171,2019,6,monaco,1,Lewis Hamilton,Mercedes,75.526,75.72732915801687,75.88762210179036,0.0,Medium,21.071,28.641,25.814,318.3
R00171,2019,6,monaco,2,Driver_2,Team_2,76.076,76.4503842584965,77.03548903068112,0.102,Soft,21.285,28.95,25.841,322.0
R00171,2019,6,monaco,3,Driver_3,Team_3,76.905,77.04558754851934,77.7922237533257,0.326,Medium,21.424,29.177,26.304,346.6
R00171,2019,6,monaco,4,Driver_4,Team_4,76.579,76.96193232309568,77.15928548130748,0.675,Soft,21.494,29.048,26.037,317.1
R00171,2019,6,monaco,5,Driver_5,Team_5,77.593,77.9333209000602,78.30996388332845,0.504,Soft,21.558,29.418,26.617,320.4
R00171,2019,6,monaco,6,Driver_6,Team_6,77.686,77.9283306749558,78.45922836468894,1.551,Soft,21.744,29.479,26.463,324.6
R00171,2019,6,monaco,7,Driver_7,Team_7,78.427,78.67673323801363,78.97570489773283,1.977,Soft,22.031,29.899,26.497,348.7
R00171,2019,6,monaco,8,Driver_8,Team_8,77.949,78.12314183656284,78.60174419848124,2.183,Medium,21.635,29.52,26.794,318.2
R00171,2019,6,monaco,9,Driver_9,Team_9,78.576,78.88941466226757,79.17984497282522,3.813,Soft,21.899,29.709,26.968,351.7
R00171,2019,6,monaco,10,Driver_10,Team_10,79.022,79.29931818284618,79.86694489835648,4.018,Soft,22.054,30.032,26.936,344.8
R00172,2019,7,spain,1,Lewis Hamilton,Mercedes,74.846,75.25231013902976,75.4913137668781,0.0,Intermediate,21.021,28.453,25.372,349.2
R00172,2019,7,spain,2,Driver_2,Team_2,75.795,76.06813352285576,76.25752006313394,0.226,Intermediate,21.063,28.794,25.938,340.7
R00172,2019,7,spain,3,Driver_3,Team_3,76.31,76.71402002894052,76.90697506257303,0.886,Intermediate,21.353,28.823,26.134,281.8
R00172,2019,7,spain,4,Driver_4,Team_4,76.825,77.23251838305245,77.6152332809629,1.077,Intermediate,21.566,29.35,25.909,324.1
R00172,2019,7,spain,5,Driver_5,Team_5,76.842,77.20954188764327,77.70855322318987,2.22,Intermediate,21.473,29.301,26.068,321.5
R00172,2019,7,spain,6,Driver_6,Team_6,77.386,77.61281139613102,78.08621822381374,0.441,Intermediate,21.621,29.45,26.315,344.9
R00172,2019,7,spain,7,Driver_7,Team_7,77.737,77.90240830892753,78.24095095609324,0.671,Intermediate,21.89,29.486,26.361,325.3
R00172,2019,7,spain,8,Driver_8,Team_8,78.214,78.62002537252641,78.56034148093892,4.052,Intermediate,21.893,29.863,26.458,341.4
R00172,2019,7,spain,9,Driver_9,Team_9,78.533,78.78783987241695,79.3893410589682,0.83,Intermediate,21.994,29.749,26.79,322.8
R00172,2019,7,spain,10,Driver_10,Team_10,79.212,79.66482478415422,79.63703543785658,4.843,Intermediate,22.252,30.255,26.705,318.2
R00173,2019,8,canada,1,Lewis Hamilton,Mercedes,75.463,75.61370379284281,76.1542049359455,0.0,Medium,21.209,28.653,25.601,334.5
R00173,2019,8,canada,2,Driver_2,Team_2,76.141,76.54161413084834,76.51482391993281,0.375,Soft,21.256,28.947,25.938,315.2
R00173,2019,8,canada,3,Driver_3,Team_3,76.874,77.11732272278486,77.49871322488909,0.572,Medium,21.603,29.136,26.135,342.1
R00173,2019,8,canada,4,Driver_4,Team_4,76.848,77.1646406709817,77.54698947340611,1.13,Medium,21.548,29.334,25.966,304.3
R00173,2019,8,canada,5,Driver_5,Team_5,77.39,77.50291608751476,77.79705893816934,0.621,Medium,21.526,29.226,26.638,350.8
R00173,2019,8,canada,6,Driver_6,Team_6,77.383,77.83853589472828,77.72552866547032,0.658,Soft,21.55,29.27,26.563,307.0
R00173,2019,8,canada,7,Driver_7,Team_7,78.212,78.60529501826477,78.90087851401152,3.231,Soft,21.921,29.675,26.616,323.9
R00173,2019,8,canada,8,Driver_8,Team_8,77.289,77.6872238168523,77.85880653912943,3.925,Soft,21.617,29.404,26.268,324.5
R00173,2019,8,canada,9,Driver_9,Team_9,78.618,79.00817410508567,79.13566063116457,1.668,Medium,22.051,30.051,26.516,326.3
R00173,2019,8,canada,10,Driver_10,Team_10,78.961,79.39761645124378,79.32928933150514,0.862,Medium,21.881,29.998,27.082,343.9
R00174,2019,9,austria,1,Lewis Hamilton,Mercedes,75.681,75.93717081365534,76.56971448491734,0.0,Soft,21.149,28.61,25.922,298.6
R00174,2019,9,austria,2,Driver_2,Team_2,75.557,75.9908925043224,76.45637087345538,0.162,Soft,21.098,28.66,25.799,324.2
R00174,2019,9,austria,3,Driver_3,Team_3,76.058,76.22435274797927,76.79881897619886,0.982,Soft,21.291,28.843,25.924,321.9
R00174,2019,9,austria,4,Driver_4,Team_4,76.187,76.66289034312378,76.78494072978158,1.588,Medium,21.438,28.858,25.891,320.9
R00174,2019,9,austria,5,Driver_5,Team_5,77.297,77.73962236405862,77.74779916839744,1.935,Medium,21.698,29.589,26.01,331.4
R00174,2019,9,austria,6,Driver_6,Team_6,77.415,77.51850353797863,77.97190768141421,1.044,Medium,21.732,29.4,26.283,324.8
R00174,2019,9,austria,7,Driver_7,Team_7,77.49,77.77767281102979,78.42017003213651,1.078,Medium,21.544,29.364,26.582,319.7
R00174,2019,9,austria,8,Driver_8,Team_8,77.952,78.06370584441899,78.89522954537128,1.122,Medium,22.001,29.632,26.319,330.6
R00174,2019,9,austria,9,Driver_9,Team_9,79.028,79.22409000489165,79.739035091255,3.717,Medium,22.11,30.052,26.866,347.7
R00174,2019,9,austria,10,Driver_10,Team_10,78.964,79.424790123303,79.92908547209005,4.909,Soft,22.002,29.918,27.044,351.5
R00175,2019,10,silverstone,1,Lewis Hamilton,Mercedes,75.395,75.88162966800901,75.8612318194956,0.0,Medium,21.185,28.577,25.633,334.3
R00175,2019,10,silverstone,2,Driver_2,Team_2,75.776,76.12305130312798,76.53515661061002,0.247,Medium,21.064,28.785,25.927,314.8
R00175,2019,10,silverstone,3,Driver_3,Team_3,75.507,75.86581055816403,75.85580486971061,0.882,Soft,21.127,28.771,25.609,329.4
R00175,2019,10,silverstone,4,Driver_4,Team_4,76.867,77.0091777568087,77.18126286041745,0.405,Soft,21.373,29.33,26.164,322.8
R00175,2019,10,silverstone,5,Driver_5,Team_5,76.693,76.87798617736183,77.11810013000174,0.401,Soft,21.52,29.104,26.069,326.3
R00175,2019,10,silverstone,6,Driver_6,Team_6,77.832,77.95352190120975,78.27124117104142,1.012,Medium,21.861,29.568,26.403,335.1
R00175,2019,10,silverstone,7,Driver_7,Team_7,77.699,78.18195553875879,78.18335341332815,1.741,Soft,21.779,29.325,26.595,316.3
R00175,2019,10,silverstone,8,Driver_8,Team_8,78.235,78.56381670411184,78.58038273653344,2.685,Medium,21.809,29.77,26.656,317.2
R00175,2019,10,silverstone,9,Driver_9,Team_9,78.396,78.57419956702722,79.23000925744809,2.501,Medium,22.088,29.663,26.645,317.2
R00175,2019,10,silverstone,10,Driver_10,Team_10,78.816,79.01146332580163,79.23076896839315,2.044,Medium,22.015,29.884,26.917,327.0
R00176,2019,11,hungary,1,Max Verstappen,Red Bull Racing,74.91,75.11818004689012,75.7897273148672,0.0,Soft,21.083,28.439,25.388,333.8
R00176,2019,11,hungary,2,Driver_2,Team_2,75.651,76.0172602168032,76.20253230830745,0.209,Soft,21.458,28.557,25.636,323.6
R00176,2019,11,hungary,3,Driver_3,Team_3,75.673,76.02043883315419,76.50873024918272,0.643,Soft,21.255,28.79,25.628,309.1
R00176,2019,11,hungary,4,Driver_4,Team_4,76.53,76.95826448465003,77.1823351769885,0.689,Soft,21.431,29.031,26.068,320.7
R00176,2019,11,hungary,5,Driver_5,Team_5,76.851,77.05011343625938,77.45928430340612,1.606,Medium,21.588,29.007,26.256,343.4
R00176,2019,11,hungary,6,Driver_6,Team_6,77.097,77.52959350193451,78.05511872042779,2.486,Medium,21.505,29.234,26.358,320.3
R00176,2019,11,hungary,7,Driver_7,Team_7,77.764,78.22407713985338,78.69536437614738,0.844,Soft,21.694,29.576,26.494,339.9
R00176,2019,11,hungary,8,Driver_8,Team_8,78.224,78.45926194577342,79.00986349078323,2.37,Medium,21.898,29.847,26.479,297.9
R00176,2019,11,hungary,9,Driver_9,Team_9,78.506,78.81900262564363,78.8661412436588,3.712,Medium,22.031,29.941,26.534,340.7
R00176,2019,11,hungary,10,Driver_10,Team_10,79.143,79.42299990383209,79.70238716264761,3.807,Soft,22.144,30.024,26.975,340.3
R00177,2019,12,spa,1,Max Verstappen,Red Bull Racing,75.691,75.82807818996594,76.4903355146231,0.0,Soft,21.247,28.651,25.793,338.8
R00177,2019,12,spa,2,Driver_2,Team_2,75.483,75.58484418674168,76.35740988045495,0.184,Medium,21.189,28.771,25.523,322.7
R00177,2019,12,spa,3,Driver_3,Team_3,76.141,76.43305301656379,76.95651246286964,0.851,Soft,21.429,28.9,25.812,317.7
R00177,2019,12,spa,4,Driver_4,Team_4,76.811,77.27424144008042,77.75743993997884,1.337,Soft,21.637,29.339,25.835,298.9
