country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct,policy_milestone
Chile,South America,High,2000,15503638.0,233340518904.0,41.12,42.31,0.0,0.0,20.49,19.55,0.0,20.63,0.0,0.0,49.83,50.17,49.83,388.13,0.0,,,,
Chile,South America,High,2001,15683852.0,239642803054.0,42.32,43.71,0.0,0.01,22.87,20.79,0.0,19.45,0.0,0.024,54.041,45.959,54.041,336.48,0.0,,inf,11.6,
Chile,South America,High,2002,15857926.0,243288829547.0,43.44,45.25,0.0,0.01,23.99,22.04,0.0,19.45,0.0,0.023,55.226,44.774,55.226,330.11,0.0,,0.0,4.9,
Chile,South America,High,2003,16024755.0,250723122339.0,46.63,48.58,0.0,0.01,23.28,21.46,0.0,23.35,0.0,0.021,49.925,50.075,49.925,355.35,0.0,,0.0,-3.0,
Chile,South America,High,2004,16187324.0,264146071325.0,51.0,52.9,0.0,0.01,23.8,21.76,0.0,27.2,0.0,0.02,46.667,53.333,46.667,391.77,0.0,,0.0,2.2,
Chile,South America,High,2005,16348780.0,278000705012.0,52.22,54.37,0.0,0.01,28.02,26.22,0.0,24.2,0.0,0.019,53.658,46.342,53.658,347.57,0.0,,0.0,17.7,
Chile,South America,High,2006,16509195.0,293258343549.0,55.04,57.33,0.0,0.01,30.28,28.84,0.0,24.76,0.0,0.018,55.015,44.985,55.015,355.38,0.0,,0.0,8.1,
Chile,South America,High,2007,16671571.0,305709457316.0,58.28,59.91,0.0,0.01,25.61,22.9,0.0,32.67,0.0,0.017,43.943,56.057,43.943,456.93,0.0,,0.0,-15.4,
Chile,South America,High,2008,16838987.0,314032357531.0,59.46,60.61,0.0,0.04,27.07,23.95,0.0,32.39,0.0,0.067,45.526,54.474,45.526,454.42,0.02,,300.0,5.7,
Chile,South America,High,2009,17009730.0,306660166266.0,60.37,61.72,0.0,0.08,29.39,25.04,0.0,30.98,0.0,0.133,48.683,51.317,48.683,435.98,0.04,,100.0,8.6,
Chile,South America,High,2010,17181463.0,321457401232.0,60.25,61.21,0.0,0.33,24.22,21.64,0.0,36.03,0.0,0.548,40.199,59.801,40.199,481.66,0.15,,312.5,-17.6,
Chile,South America,High,2011,17351810.0,338708860136.0,65.65,66.38,0.0,0.34,25.95,20.94,0.0,39.7,0.0,0.518,39.528,60.472,39.528,493.07,0.15,,3.0,7.1,
Chile,South America,High,2012,17519116.0,359556383692.0,69.57,69.57,0.0,0.41,25.24,19.98,0.0,44.33,0.0,0.589,36.28,63.72,36.28,531.41,0.18,,20.6,-2.7,
Chile,South America,High,2013,17687006.0,371454072393.0,72.84,72.84,0.01,0.55,26.0,19.68,0.0,46.84,0.014,0.755,35.695,64.305,35.695,551.76,0.25,inf,34.1,3.0,
Chile,South America,High,2014,17864192.0,378114271615.0,70.17,70.17,0.48,1.44,30.06,22.81,0.0,40.11,0.684,2.052,42.839,57.161,42.839,493.66,0.86,4700.0,161.8,15.6,
Chile,South America,High,2015,18047630.0,386251266445.0,74.91,74.91,1.24,2.11,32.36,23.4,0.0,42.55,1.655,2.817,43.199,56.801,43.199,491.39,1.51,158.3,46.5,7.7,
Chile,South America,High,2016,18267225.0,393022253885.0,78.83,78.83,2.59,2.45,33.81,22.81,0.0,45.02,3.286,3.108,42.89,57.11,42.89,496.39,2.27,108.9,16.1,4.5,
Chile,South America,High,2017,18558868.0,398359518680.0,78.93,78.89,3.84,3.52,34.37,20.89,0.0,44.56,4.865,4.46,43.545,56.455,43.545,487.27,3.31,48.3,43.7,1.7,
Chile,South America,High,2018,18893185.0,414254051745.0,81.76,81.76,5.12,3.58,37.5,22.9,0.0,44.26,6.262,4.379,45.866,54.134,45.866,470.28,3.92,33.3,1.7,9.1,
Chile,South America,High,2019,19197748.0,417331966568.0,83.98,83.98,6.3,4.89,38.81,22.03,0.0,45.17,7.502,5.823,46.213,53.787,46.213,456.54,5.04,23.0,36.6,3.5,
Chile,South America,High,2020,19370621.0,391686945225.0,83.58,83.58,7.53,5.55,40.49,21.93,0.0,43.09,9.009,6.64,48.445,51.555,48.445,436.83,5.89,19.5,13.5,4.3,
Chile,South America,High,2021,19456323.0,437659188270.0,88.1,88.1,10.56,7.62,43.07,18.96,0.0,45.03,11.986,8.649,48.888,51.112,48.888,430.99,8.18,40.2,37.3,6.4,Net zero 2050 + coal phase-out by 2040
Chile,South America,High,2022,19553033.0,448338105532.0,91.04,91.04,15.71,8.88,50.37,20.68,0.0,40.67,17.256,9.754,55.327,44.673,55.327,372.8,11.07,48.8,16.5,16.9,
Chile,South America,High,2023,19658833.0,,89.23,89.23,17.94,9.46,56.34,23.3,0.0,32.89,20.105,10.602,63.14,36.86,63.14,303.82,12.33,14.2,6.5,11.9,
Chile,South America,High,2024,19764774.0,,88.62,88.62,20.19,10.43,62.07,26.0,0.0,26.55,22.783,11.769,70.041,29.959,70.041,259.87,13.78,12.5,10.3,10.2,
Chile,South America,High,2025,19859919.0,,88.5,88.5,22.18,11.58,58.74,19.68,0.0,29.76,25.062,13.085,66.373,33.627,66.373,289.49,15.19,9.9,11.0,-5.4,
China,Asia,Upper-middle,2000,1269581174.0,5952682232028.0,1355.6,1346.85,0.02,0.59,225.56,222.41,16.74,1113.3,0.001,0.044,16.639,82.126,17.874,783.51,0.27,,,,
China,Asia,Upper-middle,2001,1278725061.0,6329737256820.0,1480.79,1472.19,0.03,0.72,280.73,277.43,17.47,1182.59,0.002,0.049,18.958,79.862,20.138,762.88,0.34,50.0,22.0,24.5,
China,Asia,Upper-middle,2002,1286866835.0,6814493895929.0,1654.01,1645.61,0.05,0.84,291.41,287.97,25.13,1337.47,0.003,0.051,17.618,80.862,19.138,773.3,0.4,66.7,16.7,3.8,
China,Asia,Upper-middle,2003,1294517323.0,7248623080792.0,1910.58,1903.22,0.06,1.0,287.28,283.68,43.34,1579.96,0.003,0.052,15.036,82.695,17.305,790.92,0.48,20.0,19.0,-1.4,
China,Asia,Upper-middle,2004,1302100316.0,7830953177799.0,2203.31,2197.23,0.08,1.28,357.43,353.54,50.47,1795.41,0.004,0.058,16.222,81.487,18.513,778.5,0.61,33.3,28.0,24.4,
China,Asia,Upper-middle,2005,1310027135.0,8602939667333.0,2500.26,2494.08,0.08,1.95,404.37,397.02,53.09,2042.8,0.003,0.078,16.173,81.704,18.296,782.08,0.91,0.0,52.3,13.1,
China,Asia,Upper-middle,2006,1318054030.0,9489543138489.0,2865.72,2858.84,0.09,3.71,446.72,435.79,54.84,2364.16,0.003,0.129,15.588,82.498,17.502,786.64,1.71,12.5,90.3,10.5,Renewable Energy Law enforcement
China,Asia,Upper-middle,2007,1325813576.0,10358206113742.0,3281.54,3271.23,0.11,5.48,500.71,485.26,62.13,2718.7,0.003,0.167,15.258,82.848,17.152,785.24,2.52,22.2,47.7,12.1,
China,Asia,Upper-middle,2008,1333821011.0,10799148337884.0,3495.76,3482.96,0.15,13.1,665.08,636.96,68.39,2762.29,0.004,0.375,19.025,79.018,20.982,747.06,5.96,36.4,139.1,32.8,
China,Asia,Upper-middle,2009,1342522717.0,11572544299171.0,3714.64,3703.26,0.28,27.61,664.39,615.64,70.05,2980.2,0.008,0.743,17.886,80.229,19.771,753.13,12.55,86.7,110.8,-0.1,
China,Asia,Upper-middle,2010,1351561505.0,12858808500983.0,4207.16,4193.65,0.7,49.4,786.38,711.38,74.74,3346.04,0.017,1.174,18.691,79.532,20.468,740.75,22.54,150.0,78.9,18.4,
China,Asia,Upper-middle,2011,1360250658.0,13691526496125.0,4713.02,4700.28,2.61,74.1,792.38,688.04,87.2,3833.44,0.055,1.572,16.813,81.337,18.663,752.36,34.52,272.9,50.0,0.8,
China,Asia,Upper-middle,2012,1369520866.0,14773157494771.0,4987.54,4976.76,3.59,103.05,999.56,862.79,98.32,3889.66,0.072,2.066,20.041,77.988,22.012,720.28,47.99,37.5,39.1,26.1,
China,Asia,Upper-middle,2013,1379008040.0,15925464549520.0,5431.63,5420.4,8.37,138.26,1093.37,909.61,111.5,4226.76,0.154,2.545,20.13,77.818,22.182,717.51,65.98,133.1,34.2,9.4,
China,Asia,Upper-middle,2014,1387951970.0,17103948867278.0,5794.45,5783.04,23.51,159.76,1289.23,1059.69,133.22,4372.0,0.406,2.757,22.249,75.452,24.548,693.85,82.47,180.9,15.6,17.9,
China,Asia,Upper-middle,2015,1396134171.0,18301224436466.0,5814.58,5802.14,39.48,185.59,1393.66,1114.52,171.38,4249.54,0.679,3.192,23.968,73.084,26.916,667.85,101.28,67.9,16.2,8.1,Paris Agreement commitment
China,Asia,Upper-middle,2016,1404052628.0,19545709173693.0,6133.16,6120.44,66.53,240.86,1522.79,1153.27,213.18,4397.19,1.085,3.927,24.829,71.695,28.305,651.76,138.33,68.5,29.8,9.3,
China,Asia,Upper-middle,2017,1412354730.0,20894362082435.0,6604.44,6591.39,117.8,304.6,1667.06,1165.06,248.1,4689.28,1.784,4.612,25.242,71.002,28.998,644.21,190.08,77.1,26.5,9.5,
China,Asia,Upper-middle,2018,1419008954.0,22294284747546.0,7166.14,7150.92,176.9,365.8,1835.39,1198.89,295.0,5035.75,2.469,5.105,25.612,70.271,29.729,636.89,244.22,50.2,20.1,10.1,
China,Asia,Upper-middle,2019,1423520357.0,23631941251482.0,7503.43,7486.63,224.0,405.3,2014.64,1272.54,348.7,5140.09,2.985,5.402,26.85,68.503,31.497,619.63,283.18,26.6,10.8,9.8,
China,Asia,Upper-middle,2020,1426106093.0,24151843898871.0,7779.07,7762.03,261.1,466.5,2185.01,1321.71,366.2,5227.86,3.356,5.997,28.088,67.204,32.796,606.29,327.42,16.6,15.1,8.5,Carbon neutrality 2060 pledge
China,Asia,Upper-middle,2021,1426437269.0,26180600167672.0,8534.26,8520.02,327.0,655.8,2448.8,1300.0,407.5,5677.96,3.832,7.684,28.694,66.531,33.469,599.05,442.26,25.2,40.6,12.1,14th Five-Year Plan clean energy targets
China,Asia,Upper-middle,2022,1425179562.0,26966016991166.0,8848.71,8835.76,427.27,762.67,2670.66,1298.12,417.78,5760.27,4.829,8.619,30.181,65.097,34.903,586.75,535.47,30.7,16.3,9.1,
China,Asia,Upper-middle,2023,1422584930.0,,9456.45,9439.37,584.15,885.87,2894.22,1226.0,434.72,6127.51,6.177,9.368,30.606,64.797,35.203,583.04,661.51,36.7,16.2,8.4,
China,Asia,Upper-middle,2024,1419321284.0,,10086.88,10069.88,839.04,997.04,3398.83,1354.25,450.85,6237.2,8.318,9.885,33.696,61.835,38.165,555.4,826.24,43.6,12.5,17.4,
China,Asia,Upper-middle,2025,1416096093.0,,10583.36,10563.9,1174.96,1135.44,3920.47,1397.06,487.61,6175.28,11.102,10.729,37.044,58.349,41.651,525.34,1039.68,40.0,13.9,15.3,
Colombia,South America,Upper-middle,2000,39089939.0,330615619673.0,42.81,42.85,0.01,0.0,32.26,31.75,0.0,10.55,0.023,0.0,75.356,24.644,75.356,189.21,0.0,,,,
Colombia,South America,Upper-middle,2001,39709263.0,336096684249.0,43.14,42.97,0.01,0.0,31.99,31.48,0.0,11.15,0.023,0.0,74.154,25.846,74.154,197.73,0.0,0.0,,-0.8,
Colombia,South America,Upper-middle,2002,40324684.0,344517683680.0,44.71,44.1,0.01,0.0,34.13,33.63,0.0,10.58,0.022,0.0,76.336,23.664,76.336,183.4,0.0,0.0,,6.7,
Colombia,South America,Upper-middle,2003,40937426.0,357889195415.0,46.2,45.09,0.01,0.0,36.32,35.81,0.0,9.88,0.022,0.0,78.615,21.385,78.615,172.08,0.0,0.0,,6.4,
Colombia,South America,Upper-middle,2004,41543177.0,376728225954.0,49.33,47.7,0.01,0.05,40.21,39.68,0.0,9.12,0.02,0.101,81.512,18.488,81.512,148.39,0.03,0.0,inf,10.7,
Colombia,South America,Upper-middle,2005,42128978.0,394076061209.0,49.94,48.2,0.01,0.05,39.96,39.4,0.0,9.98,0.02,0.1,80.016,19.984,80.016,159.99,0.03,0.0,0.0,-0.6,
Colombia,South America,Upper-middle,2006,42691081.0,420283862175.0,53.34,51.55,0.01,0.06,42.91,42.31,0.0,10.43,0.019,0.112,80.446,19.554,80.446,158.98,0.03,0.0,20.0,7.4,
Colombia,South America,Upper-middle,2007,43235374.0,448731322364.0,54.79,53.95,0.01,0.05,44.59,44.0,0.0,10.2,0.018,0.091,81.383,18.617,81.383,155.14,0.03,0.0,-16.7,3.9,
Colombia,South America,Upper-middle,2008,43758805.0,464038717488.0,55.48,54.08,0.01,0.05,46.54,45.94,0.0,8.94,0.018,0.09,83.886,16.114,83.886,137.53,0.03,0.0,0.0,4.4,
Colombia,South America,Upper-middle,2009,44271543.0,471326580093.0,56.75,55.69,0.01,0.06,41.25,40.64,0.0,15.5,0.018,0.106,72.687,27.313,72.687,211.63,0.03,0.0,20.0,-11.4,
Colombia,South America,Upper-middle,2010,44777325.0,489870174161.0,60.23,59.44,0.01,0.04,42.47,40.0,0.0,17.76,0.017,0.066,70.513,29.487,70.513,229.45,0.02,0.0,-33.3,3.0,
Colombia,South America,Upper-middle,2011,45259614.0,521323240921.0,61.7,60.17,0.01,0.04,50.44,48.39,0.0,11.26,0.016,0.065,81.75,18.25,81.75,151.38,0.02,0.0,0.0,18.8,
Colombia,South America,Upper-middle,2012,45715807.0,541722649583.0,63.06,62.35,0.01,0.05,49.12,47.11,0.0,13.94,0.016,0.079,77.894,22.106,77.894,179.04,0.03,0.0,25.0,-2.6,
Colombia,South America,Upper-middle,2013,46151583.0,569534665242.0,73.51,72.16,0.01,0.06,50.88,49.76,0.0,22.63,0.014,0.082,69.215,30.785,69.215,236.02,0.03,0.0,20.0,3.6,
Colombia,South America,Upper-middle,2014,46565426.0,595158021031.0,70.46,69.66,0.01,0.07,48.68,47.25,0.0,21.78,0.014,0.099,69.089,30.911,69.089,236.73,0.04,0.0,16.7,-4.3,
Colombia,South America,Upper-middle,2015,46969938.0,612750891790.0,77.97,77.56,0.01,0.07,49.39,47.94,0.0,28.58,0.013,0.09,63.345,36.655,63.345,275.36,0.04,0.0,0.0,1.5,
Colombia,South America,Upper-middle,2016,47437513.0,625545111723.0,76.17,76.5,0.01,0.05,49.98,48.46,0.0,26.19,0.013,0.066,65.616,34.384,65.616,259.55,0.03,0.0,-28.6,1.2,
